timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-30T13:51:19,Epoch 0,2a726ed3-0f52-47c2-bae3-4223d229e37a,0.6767346858978271,1.589843198662166e-05,2.349285815833296e-05,52.5,343.83964399446904,0.7754788398742676,9.868498146533966e-06,6.311588382601485e-05,1.3808027424156916e-07,7.312246224679039e-05,Spain,ESP,principality of asturias,,,Linux-6.2.0-39-generic-x86_64-with-glibc2.35,3.9.18,2.4.2,24,AMD Ryzen 9 5900X 12-Core Processor,2,2 x NVIDIA GeForce RTX 3090,-5.8144,43.3562,62.71000289916992,process,N,1.0
