userId,cold,MostPop,MF,online_ibpr,GridSearch_BPR,GridSearch_EASEᴿ,BiVAECF
A1IANEBSMVGHS9,6,0.13291576594181265,0.10092454329104993,0.1087867869511045,0.13264079256781566,0.3562071871080222,0.14955506186451523
A23PHJVJY2DFOD,16,0.1355672021616667,0.14472728778518162,0.13743355894464251,0.13650554134241816,0.22175520851744737,0.13685256214757757
A16LGDCB96MCNW,2,0.13333607317482013,0.10214991196376114,0.10727394481281752,0.13575295390501496,0.6309297535714575,0.13691539142239212
A24N1BAS3CU27H,31,0.2446469189606019,0.20240040144809437,0.23220230658381286,0.24440684831133921,0.36343731822501324,0.23554007564235252
AJFX8AUIYJAX,3,0.10098587343324493,0.11549729433060407,0.14379806887337757,0.10090926224398455,0.1468999356504447,0.1015693474703253
APH8QRFD35QNE,1,0.31546487678572877,0.10838449216279149,0.16207652439312228,0.31546487678572877,0.18316925091363362,0.1247379211420028
A2SCIHT9DEFUW3,1,0.10169950020385186,0.10281488484200933,0.43067655807339306,0.10206517109835153,0.1239758173245847,0.1012502692406957
A1NDUWSM5UV6OI,4,0.13591477156700138,0.11341747276953465,0.10249518036311538,0.13480990596580797,0.100113281313633,0.13021714843227464
A11AO4LRE521OD,1,0.14924393652741208,0.1605440854340214,0.3562071871080222,0.14924393652741208,0.12016446051899408,0.1686130986895011
A36TC5W1JZ1RN9,1,0.13347832467375914,0.10093984488364852,0.19195872000656014,0.13362167506019965,0.11721431102665532,0.14893706185882832
A2RBNPWKANA94,5,0.1341263831408623,0.1339909337354951,0.19912039316736338,0.1338505874278053,0.23991931795852237,0.13360295456243299
A21C225U9EAAPE,2,0.1304574268895465,0.10139275771237731,0.1288402240804449,0.13158045635063056,0.1390854521985406,0.13277776530674432
A27N5YZDM0LG8Y,1,0.1096306885348829,0.1468999356504447,1.0,0.1097558017127232,0.12195609262725442,0.10582964005856929
AV8E4GTUMQUEY,1,0.10140869962235247,0.10727394481281752,0.5,0.10148874288148066,0.1138351243484765,0.10002821314819602
A9PQZYHOMDWG9,1,0.11023580984336119,0.10679043358963106,0.1349638598663645,0.11128617741227337,0.11748461693813328,0.1095995949443949
A1NPTET9VJ9221,1,0.26264953503719357,0.11448577496891589,0.1178156039716956,0.27023815442731974,0.14924393652741208,0.16794877895704194
A19F8EG8HEYX9U,3,0.12414214001892801,0.10911185547224339,0.16999161628691403,0.12431016993480556,0.1007425126679442,0.11787148922774772
A3KJMZ5UKPSQ59,2,0.13927752948720412,0.116636476651236,0.12277986014699886,0.1376124087861776,1.0,0.16544255391905832
A2XZHXLDPD7KCK,10,0.11544973661438214,0.1182112516633933,0.10476728405239108,0.11502864211895582,0.19195872000656014,0.13465719753215485
A3IE9HT3TAOOJ3,9,0.10363493119086128,0.10333012703707899,0.11653381021140022,0.10292341623021724,0.13559249537698637,0.1062051216578342
A1042NEGYY9837,1,0.14285714285714285,0.1128135153843841,0.15442266280111014,0.14332232775009315,0.6309297535714575,0.16485085672216038
AV3K4PA5KC9UL,1,0.11997038620235322,0.10684046550125452,0.5,0.11990623328406573,0.12482481998286134,0.11759413125458612
AKN201DXAJ1VP,1,0.12808435250903813,0.11234860846399522,0.5,0.1295152381234257,0.11564091443801902,0.12974612741705907
A1QFGHCBC2KXGS,1,0.11269581318369601,0.2559580248098155,0.2890648263178879,0.11341747276953465,0.11705446275279394,0.11417840987639205
AWB2SFG9R99RR,1,0.1295152381234257,0.10551018203750895,1.0,0.12715873983727546,0.1182112516633933,0.14453241315894394
