epoch,loss,lr,mean_absolute_error
0,94.4842758178711,4.99505e-05,6.897327899932861
1,49.393917083740234,4.9901002e-05,5.469664573669434
2,46.20507049560547,4.9851504e-05,5.262118339538574
3,44.82917785644531,4.9802005e-05,5.170055389404297
4,43.78026580810547,4.9752507e-05,5.103268146514893
5,42.7598991394043,4.970301e-05,5.039345741271973
6,41.69353103637695,4.965351e-05,4.977267742156982
7,40.54018783569336,4.9604012e-05,4.90996789932251
