epoch,loss,lr,mean_absolute_error
0,788.5254516601562,4.99505e-05,22.635921478271484
1,103.443359375,4.9901002e-05,7.947035312652588
2,84.34193420410156,4.9851504e-05,7.20112419128418
3,75.7997817993164,4.9802005e-05,6.848162651062012
4,72.11759948730469,4.9752507e-05,6.684182167053223
5,70.12994384765625,4.970301e-05,6.582690715789795
6,68.84832000732422,4.965351e-05,6.512257099151611
7,67.83683776855469,4.9604012e-05,6.454742908477783
8,66.9909439086914,4.9554514e-05,6.403666019439697
9,66.16389465332031,4.9505015e-05,6.35687780380249
10,65.2860336303711,4.9455517e-05,6.305493354797363
11,64.2973403930664,4.940602e-05,6.25672721862793
12,63.17729568481445,4.935652e-05,6.190663814544678
13,61.89397430419922,4.9307022e-05,6.120269775390625
14,60.55569076538086,4.9257524e-05,6.045994758605957
15,59.34227752685547,4.9208025e-05,5.974705696105957
16,58.22163772583008,4.9158527e-05,5.912290096282959
17,57.222293853759766,4.910903e-05,5.856682777404785
18,56.31852722167969,4.905953e-05,5.805219650268555
19,55.53879165649414,4.9010032e-05,5.760091781616211
20,54.98881530761719,4.8960534e-05,5.730391025543213
21,54.38438034057617,4.8911035e-05,5.698328018188477
22,53.80875015258789,4.8861537e-05,5.661465644836426
23,53.3968391418457,4.881204e-05,5.639000415802002
24,52.91267776489258,4.876254e-05,5.613628387451172
25,52.495399475097656,4.8713042e-05,5.587674140930176
26,52.068729400634766,4.8663544e-05,5.566951274871826
27,51.78319549560547,4.8614045e-05,5.549591064453125
28,51.41917037963867,4.8564547e-05,5.531702995300293
29,50.9876823425293,4.851505e-05,5.504083156585693
30,50.71137237548828,4.846555e-05,5.49156379699707
31,50.342525482177734,4.8416052e-05,5.479116439819336
32,50.08504104614258,4.8366554e-05,5.458105564117432
33,49.71418762207031,4.8317055e-05,5.441492557525635
34,49.452083587646484,4.8267557e-05,5.426788806915283
35,49.04115676879883,4.821806e-05,5.403193950653076
36,48.70851516723633,4.816856e-05,5.385879993438721
37,48.402320861816406,4.8119062e-05,5.372060298919678
38,48.127079010009766,4.8069563e-05,5.35359001159668
39,47.7581901550293,4.8020065e-05,5.332198619842529
40,47.40997314453125,4.7970567e-05,5.315912246704102
41,47.093536376953125,4.792107e-05,5.295989036560059
42,46.75599670410156,4.787157e-05,5.275573253631592
43,46.39971160888672,4.782207e-05,5.255971431732178
44,46.048702239990234,4.7772573e-05,5.237668514251709
45,45.68040084838867,4.7723075e-05,5.218449592590332
46,45.26225280761719,4.7673577e-05,5.196602821350098
47,44.88102722167969,4.762408e-05,5.173131942749023
48,44.59464645385742,4.757458e-05,5.156635761260986
49,44.23198699951172,4.752508e-05,5.141641616821289
50,43.799888610839844,4.7475583e-05,5.109921932220459
51,43.369876861572266,4.7426085e-05,5.0896382331848145
52,42.98921585083008,4.7376587e-05,5.065297603607178
53,42.49479675292969,4.732709e-05,5.038934230804443
