epoch,loss,lr,mean_absolute_error
0,88.43896484375,9.9901e-05,6.701762676239014
1,48.89813232421875,9.9802004e-05,5.399444580078125
2,45.51108932495117,9.970301e-05,5.184543609619141
3,43.755470275878906,9.960401e-05,5.068666458129883
4,42.20245361328125,9.9505014e-05,4.9733405113220215
5,40.57729721069336,9.940602e-05,4.877555847167969
