epoch,accuracy,loss,lr,top_10,top_5
0,0.028193842619657516,7.533124923706055,9.9901e-05,0.09227528423070908,0.06737352162599564
1,0.05513643100857735,7.277261257171631,9.9802004e-05,0.19166460633277893,0.13908839225769043
2,0.07815475761890411,6.91895866394043,9.970301e-05,0.22405290603637695,0.16403213143348694
3,0.11266781389713287,6.5076189041137695,9.960401e-05,0.26185542345046997,0.2059241682291031
4,0.1524665653705597,6.069703102111816,9.9505014e-05,0.3249557912349701,0.26593971252441406
5,0.19037401676177979,5.6416473388671875,9.940602e-05,0.3991679251194,0.3333394527435303
6,0.223843052983284,5.251080513000488,9.930702e-05,0.46615323424339294,0.39212995767593384
7,0.2536868751049042,4.911809921264648,9.9208024e-05,0.5221107006072998,0.44038844108581543
8,0.2781558036804199,4.631336688995361,9.910903e-05,0.5656055212020874,0.478476881980896
9,0.3007255792617798,4.406834602355957,9.901003e-05,0.6000844836235046,0.5089318752288818
10,0.321181058883667,4.231424808502197,9.8911034e-05,0.624028742313385,0.5333746075630188
11,0.34010985493659973,4.094237327575684,9.881204e-05,0.643251359462738,0.5556873083114624
12,0.3568482995033264,3.9713268280029297,9.871304e-05,0.6596120595932007,0.5737189650535583
13,0.37332969903945923,3.8658077716827393,9.8614044e-05,0.6736171841621399,0.5901688933372498
14,0.3895120322704315,3.7676196098327637,9.851505e-05,0.6863211989402771,0.6051183342933655
15,0.40310007333755493,3.677110195159912,9.841605e-05,0.6977818608283997,0.6186014413833618
16,0.41651758551597595,3.593461275100708,9.8317054e-05,0.7074272632598877,0.6306338906288147
17,0.4286864697933197,3.5181503295898438,9.821806e-05,0.7163381576538086,0.6421417593955994
18,0.44099700450897217,3.442476749420166,9.811906e-05,0.7244017720222473,0.652553141117096
19,0.4523920714855194,3.373256206512451,9.8020064e-05,0.7311197519302368,0.6614850163459778
20,0.463611364364624,3.3140838146209717,9.792107e-05,0.7370795607566833,0.6695486307144165
21,0.4724147319793701,3.257171392440796,9.782207e-05,0.7425095438957214,0.6764397025108337
22,0.48292577266693115,3.1978909969329834,9.7723074e-05,0.7476168274879456,0.6840416789054871
23,0.4903178811073303,3.1554031372070312,9.762408e-05,0.7507436871528625,0.6886401176452637
24,0.4978936016559601,3.107973575592041,9.752508e-05,0.754628598690033,0.6939782500267029
25,0.50615394115448,3.0567240715026855,9.7426084e-05,0.7589095830917358,0.6993111371994019
26,0.513632595539093,3.0137407779693604,9.732709e-05,0.7626922130584717,0.7046440839767456
27,0.5201066136360168,2.9728147983551025,9.722809e-05,0.765346884727478,0.708573579788208
28,0.5270553827285767,2.933117389678955,9.7129094e-05,0.7687255144119263,0.7129018306732178
29,0.5323227047920227,2.9032020568847656,9.70301e-05,0.770199716091156,0.7157086133956909
30,0.538303554058075,2.8652126789093018,9.69311e-05,0.7735521197319031,0.7195830345153809
31,0.5445519089698792,2.836017608642578,9.6832104e-05,0.7751103043556213,0.7222980260848999
32,0.549155592918396,2.8035871982574463,9.673311e-05,0.7776495218276978,0.7252700328826904
33,0.5539061427116394,2.7724668979644775,9.663411e-05,0.780280590057373,0.7292363047599792
