epoch,NDCG10,e_time,f1,loss,lr,p10,p5,r1,r10,r5
0,0.235673189163208,4.595559120178223,0.045716483145952225,4.103286266326904,9.9901e-06,0.04217969998717308,0.05640583112835884,0.09839033335447311,0.4217527210712433,0.28197598457336426
1,0.3454144299030304,2.0065009593963623,0.07321935892105103,3.6562018394470215,9.9802e-06,0.06135464087128639,0.08373116701841354,0.14506539702415466,0.6135730147361755,0.4186469614505768
2,0.38159945607185364,1.9981005191802979,0.07795237004756927,3.4695682525634766,9.9703e-06,0.064449742436409,0.09139971435070038,0.18049763143062592,0.6444708704948425,0.4569985866546631
3,0.4273495078086853,1.999405860900879,0.08172134310007095,3.3416824340820312,9.9604e-06,0.06768418848514557,0.1013079360127449,0.2255222052335739,0.6768772006034851,0.5065220594406128
4,0.4715256989002228,2.0075299739837646,0.08852031081914902,3.197674036026001,9.9505005e-06,0.07083961367607117,0.11204854398965836,0.2685147523880005,0.7084227800369263,0.5602338910102844
5,0.5104628205299377,2.013747453689575,0.09933976083993912,3.0387203693389893,9.940601e-06,0.07354962080717087,0.12272347509860992,0.3063872158527374,0.735478401184082,0.6136617660522461
6,0.5415419340133667,1.9948515892028809,0.11500070244073868,2.885849952697754,9.930701e-06,0.07569968700408936,0.1311108022928238,0.33827000856399536,0.7569968104362488,0.6555273532867432
7,0.5649915933609009,2.008502960205078,0.12870845198631287,2.7538280487060547,9.920801e-06,0.077537402510643,0.13619360327720642,0.36237066984176636,0.7753917574882507,0.6810122728347778
8,0.585480272769928,2.02559757232666,0.138607457280159,2.6285033226013184,9.910901e-06,0.07927394658327103,0.139886736869812,0.3848740756511688,0.7927396297454834,0.6994516253471375
9,0.6030709147453308,2.0044972896575928,0.1437036693096161,2.522308826446533,9.901001e-06,0.08081886172294617,0.14321081340312958,0.40360623598098755,0.8081885576248169,0.7160718441009521
10,0.6184240579605103,2.0137407779693604,0.14836497604846954,2.430872917175293,9.891101e-06,0.08212771266698837,0.14623141288757324,0.4198537766933441,0.8212948441505432,0.731192409992218
11,0.6316849589347839,2.016718864440918,0.15101660788059235,2.3513917922973633,9.881202e-06,0.08318012952804565,0.14900170266628265,0.4346194267272949,0.831801176071167,0.7450263500213623
12,0.6424304246902466,2.0197088718414307,0.15290136635303497,2.2819936275482178,9.871302e-06,0.08404528349637985,0.1514171063899994,0.4460752010345459,0.840461790561676,0.7571033239364624
13,0.6529113054275513,2.0145633220672607,0.1554069221019745,2.2203330993652344,9.861402e-06,0.08487409353256226,0.15325927734375,0.4577173590660095,0.8487496972084045,0.7662963271141052
14,0.6608784794807434,2.012176990509033,0.15577472746372223,2.168008804321289,9.851502e-06,0.0854845717549324,0.1548582911491394,0.4661738872528076,0.8548458814620972,0.7743003368377686
15,0.6699564456939697,2.0146985054016113,0.15614943206310272,2.114598512649536,9.841602e-06,0.08613058179616928,0.1565975546836853,0.47674232721328735,0.8613147139549255,0.7829875349998474
16,0.6772001385688782,2.0252230167388916,0.1564842313528061,2.0717666149139404,9.831702e-06,0.08672864735126495,0.15785223245620728,0.48500365018844604,0.8672866225242615,0.7892789244651794
17,0.6830793619155884,2.0107617378234863,0.15755926072597504,2.0332839488983154,9.821802e-06,0.08716876804828644,0.1591193675994873,0.49191614985466003,0.8716790676116943,0.7956057786941528
