epoch,NDCG10,e_time,f1,loss,lr,p10,p5,r1,r10,r5
0,0.07654254883527756,11.174565315246582,0.004940039478242397,6.286479473114014,4.99505e-05,0.013251535594463348,0.01893310807645321,0.032391056418418884,0.13249891996383667,0.09467102587223053
1,0.1362244188785553,8.621608018875122,0.006488469894975424,5.841240882873535,4.9901002e-05,0.02199208363890648,0.033114876598119736,0.06715833395719528,0.21988797187805176,0.16560174524784088
2,0.1741696000099182,8.619705438613892,0.006980191450566053,5.459231376647949,4.9851504e-05,0.027647925540804863,0.04226059094071388,0.08936559408903122,0.27644091844558716,0.2112865000963211
3,0.20360837876796722,8.561787366867065,0.008816266432404518,5.196156978607178,4.9802005e-05,0.03220543637871742,0.048944659531116486,0.10627289116382599,0.3220435380935669,0.24475069344043732
4,0.22939427196979523,8.600454330444336,0.012190181761980057,4.992729187011719,4.9752507e-05,0.03599699214100838,0.05547324940562248,0.12079302221536636,0.35997000336647034,0.27734431624412537
5,0.25128263235092163,8.560903072357178,0.014794393442571163,4.829853057861328,4.970301e-05,0.03912713751196861,0.06071186810731888,0.1342673897743225,0.3912879228591919,0.30352655053138733
6,0.26903966069221497,8.585712671279907,0.01598084159195423,4.7044219970703125,4.965351e-05,0.04136429354548454,0.06500771641731262,0.1474023163318634,0.413697749376297,0.32501107454299927
7,0.2838057279586792,8.5920991897583,0.016860179603099823,4.605399131774902,4.9604012e-05,0.04334411770105362,0.06829607486724854,0.15709881484508514,0.4334138035774231,0.3414529860019684
8,0.2953041195869446,8.616688013076782,0.017165863886475563,4.5260114669799805,4.9554514e-05,0.04499104246497154,0.07107308506965637,0.16426032781600952,0.44993239641189575,0.35537633299827576
9,0.3044551610946655,8.608771324157715,0.017674384638667107,4.470182418823242,4.9505015e-05,0.046128224581480026,0.07322809100151062,0.17080862820148468,0.4613207280635834,0.3661405146121979
10,0.3124467134475708,8.594391822814941,0.018119795247912407,4.421701908111572,4.9455517e-05,0.04720905423164368,0.07519914954900742,0.17627830803394318,0.47211775183677673,0.37593555450439453
11,0.318942129611969,8.61363697052002,0.0188494510948658,4.378897666931152,4.940602e-05,0.04790765792131424,0.07687018066644669,0.1811676323413849,0.47908762097358704,0.3843618333339691
12,0.32391148805618286,8.607911586761475,0.018955226987600327,4.348852157592773,4.935652e-05,0.04854936897754669,0.07784584164619446,0.1847812384366989,0.48548808693885803,0.3892347514629364
13,0.33044329285621643,8.604064464569092,0.019036589190363884,4.312989234924316,4.9307022e-05,0.04934488609433174,0.07936906814575195,0.18996621668338776,0.4934982359409332,0.3968288004398346
14,0.33389174938201904,8.657525300979614,0.019153032451868057,4.287138938903809,4.9257524e-05,0.04972159117460251,0.08007204532623291,0.19308705627918243,0.49722135066986084,0.40038764476776123
15,0.3378174901008606,8.60092282295227,0.019125675782561302,4.265069961547852,4.9208025e-05,0.05022966116666794,0.08131929486989975,0.19527165591716766,0.5022530555725098,0.40655815601348877
16,0.3417467772960663,8.614702463150024,0.01908290944993496,4.243626117706299,4.9158527e-05,0.050726283341646194,0.08198181539773941,0.19889073073863983,0.5072737336158752,0.4099198877811432
17,0.34507620334625244,8.604202270507812,0.019431477412581444,4.226639747619629,4.910903e-05,0.051047660410404205,0.08291914314031601,0.20139287412166595,0.5104876756668091,0.41465044021606445
18,0.34802666306495667,8.61287546157837,0.019467612728476524,4.204159259796143,4.905953e-05,0.05153277888894081,0.08385319262742996,0.20205537974834442,0.5153441429138184,0.4193043112754822
19,0.350204735994339,8.612214088439941,0.01961693912744522,4.1895222663879395,4.9010032e-05,0.05172988027334213,0.08401309698820114,0.2048148512840271,0.5172549486160278,0.42004895210266113
