epoch,MAE,NDCG@10,RC@10,RC@5,e_time,loss,lr,val_MAE,val_NDCG@10,val_RC@10,val_RC@5,val_e_time,val_loss,val_lr
0,0.5098035931587219,0.15840381383895874,0.3138410151004791,0.18859921395778656,62.88654613494873,5.344461441040039,4.99505e-05,NA,NA,NA,NA,NA,NA,NA
1,0.5097304582595825,0.2800796926021576,0.4609207212924957,0.33225372433662415,59.79671025276184,4.159352779388428,4.9901002e-05,NA,NA,NA,NA,NA,NA,NA
2,0.4986538290977478,0.4504967927932739,0.6419063806533813,0.5324329733848572,60.040472745895386,3.3164308071136475,4.9851504e-05,NA,NA,NA,NA,NA,NA,NA
3,0.49342504143714905,0.5596305131912231,0.7384776473045349,0.6522530317306519,59.89176607131958,2.7710072994232178,4.9802005e-05,NA,NA,NA,NA,NA,NA,NA
4,0.4888229966163635,0.6208280324935913,0.7865458726882935,0.7133920192718506,59.89448881149292,2.449913501739502,4.9752507e-05,NA,NA,NA,NA,NA,NA,NA
5,0.48744168877601624,0.6574938297271729,0.8141250014305115,0.7482474446296692,59.90189862251282,2.235985517501831,4.970301e-05,NA,NA,NA,NA,NA,NA,NA
6,0.48538097739219666,0.6833036541938782,0.8346318602561951,0.7735105752944946,59.885579109191895,2.0856173038482666,4.965351e-05,NA,NA,NA,NA,NA,NA,NA
7,0.4829220175743103,0.7027385234832764,0.8492821455001831,0.7916482090950012,59.8924777507782,1.9601333141326904,4.9604012e-05,NA,NA,NA,NA,NA,NA,NA
8,0.48065707087516785,0.7188848257064819,0.8629474639892578,0.8082773089408875,59.892112255096436,1.8634856939315796,4.9554514e-05,NA,NA,NA,NA,NA,NA,NA
9,0.4792199432849884,0.732047975063324,0.873223066329956,0.81974196434021,59.89661145210266,1.7799979448318481,4.9505015e-05,NA,NA,NA,NA,NA,NA,NA
10,0.47746017575263977,0.7438113689422607,0.8823451399803162,0.8305943608283997,59.897684812545776,1.709591031074524,4.9455517e-05,NA,NA,NA,NA,NA,NA,NA
11,0.47594204545021057,0.7538741230964661,0.8894173502922058,0.8407013416290283,59.96046996116638,1.649743676185608,4.940602e-05,NA,NA,NA,NA,NA,NA,NA
12,0.473899245262146,0.7618972659111023,0.8947503566741943,0.8472501039505005,59.98221182823181,1.5990614891052246,4.935652e-05,NA,NA,NA,NA,NA,NA,NA
13,0.47209519147872925,0.7711291313171387,0.9028785824775696,0.8567270636558533,59.95547676086426,1.5396519899368286,4.9307022e-05,NA,NA,NA,NA,NA,NA,NA
14,0.47076767683029175,0.7775173187255859,0.9069693088531494,0.862255334854126,59.930938720703125,1.4983710050582886,4.9257524e-05,NA,NA,NA,NA,NA,NA,NA
15,0.46934986114501953,0.7839357256889343,0.9115480780601501,0.8679699301719666,60.02673029899597,1.4579204320907593,4.9208025e-05,NA,NA,NA,NA,NA,NA,NA
16,0.4683537185192108,0.789850115776062,0.9156210422515869,0.8727350234985352,60.01466917991638,1.423218011856079,4.9158527e-05,NA,NA,NA,NA,NA,NA,NA
17,0.4658174216747284,0.794887125492096,0.9197561740875244,0.8767547607421875,59.98443245887756,1.391714096069336,4.910903e-05,NA,NA,NA,NA,NA,NA,NA
