epoch,CO2(gr),e_time,loss,lr,p10,p5,r1,r10,r5,val_CO2(gr),val_e_time,val_loss,val_lr,val_p10,val_p5,val_r1,val_r10,val_r5
15,0.16968082732814582,0.288607120513916,2.9681906700134277,0.0009841601,0.07936234027147293,0.14108677208423615,0.4316883981227875,0.7936235070228577,0.7054339051246643,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,0.17892432720276188,0.2855849266052246,2.896127223968506,0.0009831701,0.08021625131368637,0.14280565083026886,0.44297200441360474,0.8021624684333801,0.7140282988548279,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,0.18806718907131612,0.2882516384124756,2.8315882682800293,0.0009821801,0.08057942241430283,0.14413641393184662,0.4521208703517914,0.8057942986488342,0.7206820249557495,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,0.19558209270142132,0.28752732276916504,2.7808148860931396,0.0009811901,0.08117827028036118,0.14525088667869568,0.46060436964035034,0.8117826581001282,0.7262545228004456,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,0.2031834753764298,0.28676462173461914,2.730475902557373,0.0009802001,0.08137234300374985,0.14648185670375824,0.46578875184059143,0.8137233257293701,0.7324091792106628,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,0.2107012115922165,0.2886648178100586,2.6887259483337402,0.0009792101,0.08169391751289368,0.14716383814811707,0.47138896584510803,0.8169392943382263,0.7358192205429077,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0.21960710938582825,0.2922639846801758,2.653453826904297,0.0009782201,0.08186859637498856,0.14798448979854584,0.476406991481781,0.8186858892440796,0.7399223446846008,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,0.22790599939625844,0.29430246353149414,2.612502098083496,0.0009772301,0.08222346007823944,0.14859993755817413,0.4835597574710846,0.822234570980072,0.7429997324943542,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0.23527430723809145,0.2893533706665039,2.5847628116607666,0.00097624015,0.08231771737337112,0.14882726967334747,0.48649847507476807,0.82317715883255,0.744136393070221,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0.2431515394659835,0.2938385009765625,2.553579568862915,0.00097525015,0.0826725885272026,0.1498918980360031,0.4897976219654083,0.8267258405685425,0.7494593858718872,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,0.2517716321423585,0.29045844078063965,2.5294556617736816,0.00097426015,0.08278347551822662,0.14970335364341736,0.4929026961326599,0.8278347849845886,0.7485167980194092,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0.25913772228864146,0.28559350967407227,2.51241397857666,0.00097327016,0.08290824294090271,0.15036317706108093,0.49567508697509766,0.8290823101997375,0.751815915107727,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,0.2672126149658237,0.285045862197876,2.482248306274414,0.00097228016,0.08327142894268036,0.15089549124240875,0.49950096011161804,0.8327141404151917,0.7544773817062378,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,0.2751985903501546,0.28618431091308594,2.4625144004821777,0.00097129017,0.0832381397485733,0.15116718411445618,0.5001940727233887,0.8323814868927002,0.755863606929779,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,0.285708130593529,0.28528380393981934,2.4343972206115723,0.00097030017,0.08342944085597992,0.15157748758792877,0.505461573600769,0.8342944383621216,0.7578874230384827,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0.29383567046589465,0.29062461853027344,2.4228317737579346,0.0009693102,0.08332688361406326,0.1514832079410553,0.5060992240905762,0.8332686424255371,0.7574161291122437,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0.30164693556757244,0.28784894943237305,2.3974568843841553,0.0009683202,0.08376489579677582,0.15228168666362762,0.5088438987731934,0.8376489877700806,0.7614083886146545,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.31161883778568317,0.306640625,2.394160270690918,0.0009673302,0.08357638865709305,0.15177710354328156,0.5072913765907288,0.8357638120651245,0.7588855028152466,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.31931005309703786,0.2840592861175537,2.369007110595703,0.0009663402,0.0838591679930687,0.15229831635951996,0.5108677744865417,0.8385916352272034,0.7614915370941162,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,0.32685964409736196,0.3029351234436035,2.352180242538452,0.0009653502,0.08380649983882904,0.15260329842567444,0.5142500400543213,0.8380648493766785,0.7630163431167603,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,0.3370676680222397,0.2870821952819824,2.3437538146972656,0.0009643602,0.08392292261123657,0.15285833179950714,0.5166343450546265,0.8392292857170105,0.7642916440963745,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.3445258951322903,0.28823137283325195,2.3199377059936523,0.0009633702,0.08405323326587677,0.15305794775485992,0.5213751196861267,0.8405323028564453,0.765317440032959,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.3518526285897945,0.2838015556335449,2.307591676712036,0.0009623802,0.08411145210266113,0.15352925658226013,0.5214859843254089,0.8411145210266113,0.7676462531089783,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.3594584865011353,0.28983020782470703,2.2897346019744873,0.0009613902,0.0843498706817627,0.153934046626091,0.5253673195838928,0.8434987664222717,0.7696700692176819,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.367127415721947,0.2852480411529541,2.2805826663970947,0.0009604002,0.08433324098587036,0.15381759405136108,0.5232603549957275,0.8433324098587036,0.7690879106521606,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.3773864230147832,0.29025769233703613,2.2705154418945312,0.0009594102,0.08433046191930771,0.15402831137180328,0.525700032711029,0.8433046936988831,0.7701691389083862,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0.38530669627095293,0.2906370162963867,2.2612833976745605,0.0009584202,0.08441086113452911,0.15395066142082214,0.5281397104263306,0.8441087007522583,0.7697532773017883,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,0.39330012279286386,0.29035377502441406,2.24287748336792,0.0009574302,0.08456335216760635,0.15478792786598206,0.530523955821991,0.8456335067749023,0.7739395499229431,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.4023524047532415,0.28816819190979004,2.2359731197357178,0.0009564402,0.08466038107872009,0.1546437293291092,0.5279456377029419,0.8466038107872009,0.7732187509536743,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.4113029208982473,0.28642749786376953,2.2245655059814453,0.00095545023,0.08459384739398956,0.15466594696044922,0.5325755476951599,0.8459384441375732,0.7733296155929565,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.41881050075255294,0.2864990234375,2.218515157699585,0.00095446024,0.08467148244380951,0.15467149019241333,0.5337954163551331,0.8467147350311279,0.7733573317527771,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.4266486376281737,0.2928619384765625,2.191394805908203,0.00095347024,0.08505962044000626,0.1553756445646286,0.5365123152732849,0.8505960702896118,0.776878297328949,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.4351348683553823,0.2866079807281494,2.1967594623565674,0.00095248024,0.08486554026603699,0.15524259209632874,0.5359578728675842,0.8486554026603699,0.7761852145195007,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,0.4441928398866155,0.2909276485443115,2.1724300384521484,0.00095149025,0.08509565144777298,0.1557416170835495,0.5416412353515625,0.8509564995765686,0.7787080407142639,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0.45124754741653395,0.28591465950012207,2.185877561569214,0.00095050025,0.08483228087425232,0.15516497194766998,0.5375935435295105,0.8483226895332336,0.7757970690727234,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.4585644585444751,0.28670167922973633,2.1664817333221436,0.00094951026,0.08490712940692902,0.15571390092372894,0.5423343777656555,0.8490712642669678,0.7785694599151611,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.4683735031954116,0.2922632694244385,2.155391216278076,0.00094852026,0.08512336015701294,0.15607987344264984,0.5405877232551575,0.851233720779419,0.7804269194602966,NA,NA,NA,NA,NA,NA,NA,NA,NA
