timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-21T15:22:03,train,c68bdba0-8828-4ed1-bfe9-7948e45f2159,23.63799548149109,0.0003341805313985,1.4137431055023302e-05,52.5,208.73673326827785,0.5334649085998535,0.0003447202041745,0.0011883326173318,3.960596632223599e-06,0.0015370134181386,Spain,ESP,principality of asturias,,,Linux-6.2.0-39-generic-x86_64-with-glibc2.35,3.9.18,2.4.2,24,AMD Ryzen 9 5900X 12-Core Processor,2,2 x NVIDIA GeForce RTX 3090,-5.8144,43.3562,62.709999084472656,process,N,1.0
2024-05-21T15:22:10,test,4fca4c4d-d7f5-423b-814d-c3939ed0a01d,2.7859764099121094,2.8680892585151742e-05,1.0294736338437466e-05,52.5,117.48157553706105,0.5873422622680664,4.0618343154589335e-05,9.084340598519702e-05,4.5173056857682544e-07,0.0001319134797083632,Spain,ESP,principality of asturias,,,Linux-6.2.0-39-generic-x86_64-with-glibc2.35,3.9.18,2.4.2,24,AMD Ryzen 9 5900X 12-Core Processor,2,2 x NVIDIA GeForce RTX 3090,-5.8144,43.3562,62.709999084472656,process,N,1.0
