epoch,loss,lr,output_rst_accuracy,output_rst_loss,output_rst_top_10,output_rst_top_5,valor_model_loss,valor_model_mean_absolute_error
0,7.476383686065674,0.000499505,0.08515600115060806,7.004696369171143,0.20846077799797058,0.16335797309875488,0.47168028354644775,0.5116701722145081
1,5.488429546356201,0.00049901,0.24430377781391144,5.154753684997559,0.4938853979110718,0.4183354377746582,0.33367305994033813,0.44993793964385986
2,4.513728141784668,0.00049851503,0.33627477288246155,4.201932907104492,0.635019838809967,0.5486938953399658,0.31179678440093994,0.4357370138168335
3,4.051458835601807,0.00049802003,0.4000781774520874,3.7561395168304443,0.688758134841919,0.612334668636322,0.2953171133995056,0.4245215654373169
4,3.7269020080566406,0.00049752503,0.4476756155490875,3.446777105331421,0.7213877439498901,0.6527183651924133,0.28012722730636597,0.4139499366283417
5,3.4829845428466797,0.00049703004,0.48391470313072205,3.21543288230896,0.7425593733787537,0.6801987290382385,0.2675641179084778,0.4050667881965637
6,3.2840576171875,0.00049653504,0.5132365226745605,3.029501438140869,0.7580832839012146,0.7006201148033142,0.25455957651138306,0.39533326029777527
7,3.1242687702178955,0.00049604004,0.5363125801086426,2.8807766437530518,0.7692186832427979,0.7154462933540344,0.24349677562713623,0.38675814867019653
8,2.990567684173584,0.00049554504,0.5553305745124817,2.7582855224609375,0.7785230278968811,0.7276414036750793,0.23227539658546448,0.3774089813232422
