epoch,accuracy,loss,lr,top_10,top_5
0,0.05342156067490578,7.28129243850708,0.000499505,0.16381213068962097,0.12226073443889618
1,0.12256768345832825,6.447078227996826,0.00049901,0.29729804396629333,0.23132635653018951
2,0.2535629868507385,5.15182638168335,0.00049851503,0.5278434157371521,0.4452301859855652
3,0.3329978883266449,4.412525177001953,0.00049802003,0.6594176292419434,0.5667409896850586
4,0.38092535734176636,4.047788143157959,0.00049752503,0.6980432868003845,0.6139341592788696
5,0.41804730892181396,3.7846968173980713,0.00049703004,0.7219778895378113,0.6442759037017822
6,0.4488980770111084,3.574239730834961,0.00049653504,0.7390779256820679,0.6676665544509888
7,0.4744296073913574,3.4020748138427734,0.00049604004,0.7514764666557312,0.6855514049530029
8,0.49639037251472473,3.252821445465088,0.00049554504,0.7620217204093933,0.6998733282089233
9,0.5150989890098572,3.12587308883667,0.00049505004,0.7704454064369202,0.710814893245697
10,0.5310761332511902,3.0143203735351562,0.00049455505,0.7772606015205383,0.7207888960838318
11,0.5457982420921326,2.915201425552368,0.00049406005,0.7834889888763428,0.7294613122940063
12,0.558600902557373,2.8232057094573975,0.00049356505,0.7894881963729858,0.737515926361084
