epoch,loss,lr,mean_absolute_error
0,1615.3231201171875,9.9901e-05,38.188194274902344
1,736.0003051757812,9.9802004e-05,23.18158721923828
2,134.42710876464844,9.970301e-05,8.968794822692871
3,114.26393127441406,9.960401e-05,8.34858226776123
4,101.64325714111328,9.9505014e-05,7.908112049102783
5,93.68370056152344,9.940602e-05,7.577233791351318
6,88.94419860839844,9.930702e-05,7.389974594116211
7,86.1324234008789,9.9208024e-05,7.259531497955322
8,84.47147369384766,9.910903e-05,7.19354772567749
9,83.43050384521484,9.901003e-05,7.146132946014404
10,82.68529510498047,9.8911034e-05,7.113439559936523
11,82.08056640625,9.881204e-05,7.079906463623047
12,81.69320678710938,9.871304e-05,7.060985088348389
13,81.24555969238281,9.8614044e-05,7.035976409912109
14,80.88933563232422,9.851505e-05,7.017169952392578
15,80.52275085449219,9.841605e-05,6.995365619659424
16,80.17111206054688,9.8317054e-05,6.974393844604492
17,79.83320617675781,9.821806e-05,6.958247661590576
18,79.46986389160156,9.811906e-05,6.938333511352539
19,79.06231689453125,9.8020064e-05,6.915857791900635
20,78.51170349121094,9.792107e-05,6.885526657104492
21,77.99976348876953,9.782207e-05,6.856478691101074
22,77.28472900390625,9.7723074e-05,6.818038463592529
23,76.4698715209961,9.762408e-05,6.775684833526611
24,75.52604675292969,9.752508e-05,6.723883152008057
25,74.46955108642578,9.7426084e-05,6.668603897094727
26,73.44886779785156,9.732709e-05,6.613761901855469
27,72.34425354003906,9.722809e-05,6.554065704345703
28,71.3112564086914,9.7129094e-05,6.492608547210693
29,70.46537780761719,9.70301e-05,6.450156211853027
30,69.70182800292969,9.69311e-05,6.408196926116943
31,69.06922149658203,9.6832104e-05,6.372733116149902
32,68.71867370605469,9.673311e-05,6.350251197814941
33,68.1617431640625,9.663411e-05,6.3205246925354
34,67.87101745605469,9.6535114e-05,6.306074142456055
35,67.5000991821289,9.643612e-05,6.28571891784668
36,67.18383026123047,9.633712e-05,6.266456604003906
37,66.82229614257812,9.6238124e-05,6.246735572814941
38,66.49771881103516,9.613913e-05,6.227404594421387
39,66.30696868896484,9.604013e-05,6.219245433807373
40,66.07390594482422,9.594113e-05,6.200377464294434
41,65.86587524414062,9.584214e-05,6.190486431121826
42,65.57368469238281,9.574314e-05,6.1754984855651855
43,65.41927337646484,9.564414e-05,6.162797451019287
44,65.20992279052734,9.554515e-05,6.153359413146973
45,65.01610565185547,9.544615e-05,6.143080711364746
46,64.85274505615234,9.534715e-05,6.133350849151611
47,64.67222595214844,9.524816e-05,6.124735355377197
48,64.50129699707031,9.514916e-05,6.107959270477295
49,64.19784545898438,9.505016e-05,6.097466468811035
50,64.07942962646484,9.495117e-05,6.087874412536621
51,63.94352722167969,9.485217e-05,6.084972381591797
52,63.68757629394531,9.475317e-05,6.069397926330566
53,63.51202392578125,9.465418e-05,6.0607008934021
54,63.41705322265625,9.455518e-05,6.053755760192871
55,63.25634765625,9.445618e-05,6.049975395202637
56,63.14031982421875,9.435719e-05,6.044887065887451
57,62.943172454833984,9.425819e-05,6.028329849243164
58,62.69655227661133,9.415919e-05,6.023205280303955
59,62.600746154785156,9.40602e-05,6.014398097991943
60,62.43293380737305,9.39612e-05,6.0059285163879395
61,62.407649993896484,9.38622e-05,6.0068135261535645
62,62.12245559692383,9.376321e-05,5.994726181030273
63,62.13299560546875,9.366421e-05,5.996005535125732
64,61.7930793762207,9.356521e-05,5.979991912841797
65,61.58844757080078,9.346622e-05,5.966655731201172
66,61.46272659301758,9.336722e-05,5.958493232727051
67,61.241798400878906,9.326822e-05,5.946316719055176
68,61.08079147338867,9.316923e-05,5.942508220672607
69,61.0700569152832,9.307023e-05,5.945448398590088
70,60.753116607666016,9.297123e-05,5.924289226531982
71,60.55783462524414,9.287224e-05,5.917317867279053
72,60.354103088378906,9.277324e-05,5.907294750213623
73,60.18388748168945,9.267424e-05,5.901790618896484
74,60.04396438598633,9.257525e-05,5.892733573913574
75,59.7332649230957,9.247625e-05,5.879764556884766
76,59.55305480957031,9.237725e-05,5.866823673248291
77,59.42993927001953,9.227826e-05,5.864627361297607
78,59.2307243347168,9.217926e-05,5.859402179718018
79,59.010414123535156,9.208026e-05,5.841575622558594
80,58.74793243408203,9.198127e-05,5.833893775939941
81,58.48331832885742,9.188227e-05,5.821487903594971
82,58.27289581298828,9.178327e-05,5.80745267868042
83,58.02593994140625,9.168428e-05,5.796281814575195
84,57.80681610107422,9.158528e-05,5.786303997039795
85,57.702598571777344,9.148628e-05,5.792052268981934
86,57.479949951171875,9.138729e-05,5.774438858032227
87,57.054378509521484,9.128829e-05,5.752898216247559
88,56.76675796508789,9.118929e-05,5.7388386726379395
89,56.61311721801758,9.1090296e-05,5.7374958992004395
90,56.211177825927734,9.09913e-05,5.709320545196533
91,55.96903610229492,9.08923e-05,5.704837799072266
92,55.63134002685547,9.0793306e-05,5.683169364929199
93,55.601200103759766,9.069431e-05,5.69122838973999
94,55.09636688232422,9.059531e-05,5.659069061279297
95,54.8053092956543,9.0496316e-05,5.646655559539795
96,54.49920654296875,9.039732e-05,5.639910697937012
97,54.25399398803711,9.029832e-05,5.622021198272705
