userId,cold,MostPop,MF,online_ibpr,GridSearch_BPR,GridSearch_EASEᴿ,BiVAECF
9142689120107A68F882861D79A0A8F4,12,0.12262689205660743,0.09994378612583127,0.13624256621143366,0.12356728153173473,0.2559580248098155,0.14308844150498737
B4D201D9C61B8D9D7CAC884B777D68EB,3,0.16207652439312228,0.09423341498807919,0.11132146446336848,0.16427204996205025,0.1319708865228925,0.19342640361727081
AB52ED1F5122C30DF0E65388C4F6AA7A,41,0.47562606696379006,0.20426868827388245,0.1446086568418732,0.47532062283654863,0.4770956191004033,0.42101899835679124
97076FC425D6050B34CB4C3448488AB6,1,0.10902239336941599,0.10242530454413193,0.1054652133497324,0.10966185569409927,0.10649435645561153,0.11289254295646611
1406E984B46618E2CAE6BE5390759F83,15,0.1897340288193649,0.17802840067927794,0.1324072226629592,0.18989574482453186,0.271210871203317,0.6736870364238964
97F3B0F79599D8C5995BB919F7C52C52,146,0.3882746597339174,0.3571644626646089,0.3549427638404668,0.38988686735296507,0.689761685072374,0.46715127765203146
D03302D75ACF4E23F3C5C8A73A99C904,11,0.09671320180863541,0.14240211088697471,0.10743055197732988,0.09665091312782112,0.14608157963242446,0.0992772365556206
EB5ED8586BB0CAF587FB2F0D95C3CE06,8,0.11748461693813328,0.12535601227357512,0.13033688246265052,0.11653381021140022,0.18208790046993825,0.13852010756717748
43A6E6D080F552EBDD8920C59F502838,1,0.1322359088617821,0.15602106502222501,0.15186115333086322,0.13082402064781276,0.20184908658209985,0.125
6DC5F588A9A4B20F1A3AED92D40DC7A4,21,0.23852456727704588,0.12339999410737361,0.12602318502613227,0.23821474800675524,0.18333362113843105,0.15136032948760667
E42FC57B3F7FCE38D0BA490DAC9C0AF8,2,0.17629143438888212,0.10001409768971511,0.0971056442339616,0.17629143438888212,0.17070727966372012,0.17219543379409813
02603F43D956B720E465A08E77D739BB,66,0.2611405128588032,0.22434601732236223,0.17502270406890155,0.2617363591589039,0.33033486448794297,0.505789690813199
0527C3F9AD7AFA301429064263BF3EAA,1,0.18428883314870617,0.09657870533268256,0.09595996222626534,0.18428883314870617,0.11186208836303264,0.1965616322328226
10EA9074E4BF69303A8B8B15BC8C473A,26,0.17447787345874397,0.1669606427926874,0.20602669685911296,0.17403106649098868,0.15483673160051878,0.15961954667765946
1708562AC0DC9EEBEC3F99FC869389BE,3,0.14355885269113103,0.10625286431410978,0.12316877176995558,0.14503646569481302,0.10573752001601398,0.16730017881017412
5A1DE8BA1D12B0A065D3B2315CE9189F,7,0.10183113809099653,0.13376613936737558,0.10681542467767018,0.10171587309820164,0.11540233518435107,0.09820872825119423
A1A85C680EF63DDF91FD506EBE79D71A,7,0.1442847926987864,0.13480990596580797,0.09926404187367596,0.14379806887337757,0.1781035935540111,0.14379806887337757
E1A763C6306B9A4DF32E6B9C655FE1D8,96,0.2716271570855283,0.28062959672927124,0.2779244981304465,0.27120580438842423,0.2800785160299798,0.28931521321707765
C2011CEC7EEEC2EA4DE5A77AC2BCE420,22,0.10348155298653298,0.09782060674223637,0.1016017480691661,0.10350061757582703,0.0941844185789828,0.11231056491151352
0A9D4B30366F7439F8D6A0739594DFC0,8,0.1027430828935322,0.09575844209034735,0.09851230132161001,0.10303295654409812,0.09919830383411869,0.09816093454065107
219B8CF6AD45DAE55990DAFFCF0CC9AF,45,0.276272148795904,0.20226004830378397,0.19027422194628613,0.2758247048343921,0.5204133421626994,0.25298087428806576
8B2333FD374F9D46E60D55555861A7DB,1,0.1052648655447858,0.0941681393024026,0.09786691524560066,0.10508948548132525,0.11387758076461034,0.1047461040028895
0A6B80092666D7BABE938C5C8F70FDC7,10,0.10827181284292445,0.09847542213568455,0.10766913951834826,0.10838449216279149,0.11354146719982265,0.11400572314167466
DD51439E59B468CC7BA289972AD9D4B0,2,0.0949367413167547,0.09519440565109064,0.11370851858692282,0.09460017975843502,0.1022352749809725,0.0962947350724574
B285F871B699BDCAC018B6D6123E0678,25,0.20649483030078342,0.14539057382360632,0.12398096622591269,0.21644036683871987,0.3706656904013186,0.1495029010872335
10AA93A949ECE8E20509786993D34060,1,0.1054652133497324,0.11540233518435107,0.09690230351119275,0.1052648655447858,0.16427204996205025,0.10753603941569054
A02353F746BEED83116660DDD2262943,23,0.1999548704096067,0.1854681482049923,0.13834190173745248,0.19918461275422286,0.3019709037440914,0.23993582536062663
6EDB5022935D90E4ED9CD435C2DB2C7A,11,0.27615202018283014,0.1479083074317063,0.11965877205980512,0.27127691260311115,0.19314895220014885,0.23342574085102138
9F7BDD8614F1D972CE8A30BF0BCF6968,24,0.11694884962672651,0.11128617741227337,0.11053236472875187,0.11879514380082422,0.10478850105869751,0.127259152270801
36E5F1CEED35075CDF77A05A8D6696A3,1,0.14195685009331532,0.11026843631490188,0.11020326320730126,0.13833518902815395,0.1166880803718417,0.13691539142239212
0A88702C6F755C1F838259E51783BC8C,4,0.1593223847439922,0.1201879601879237,0.12626205372051438,0.1588574631718708,0.1976832790934585,0.22328201482181367
D3844A59ED8F8150BF6C37A0C8900F2B,6,0.17070727966372012,0.1056688777411938,0.10204829686736673,0.17144160057391347,0.5,0.16005307325482135
1253BBC9F4DCEB86722EEB6DF5ABD297,7,0.09648658892296332,0.13870677141314172,0.10424857740981854,0.0965992856548669,0.10140869962235247,0.09914599383643487
9A7AB839AE3CD2EAC6D5DBF780A1ADC9,84,0.2490246642695088,0.1436228128572211,0.24279015551322342,0.2389738570628376,0.4256784908754353,0.2113676148507458
BBF6CDEBC669FD1B109726B1FD16A3F9,1,0.1285122442369443,0.10449478455343247,0.10225242296693048,0.1281903386569819,0.12686100255179733,0.12022969719514143
453AA17926AC56F34D4FCEB3158DDEA7,16,0.11056572577477781,0.09570157664879024,0.09819676005086257,0.11104171560089222,0.09864860183297411,0.10433008996381173
76AD2D77FDC86D8B6456BBDB0890B119,3,0.09648658892296332,0.10424857740981854,0.1195894192856196,0.09616546283136754,0.1045571277453435,0.09793675325850303
62DF5113471FFD07012279C493B26042,2,0.09399878027980718,0.10722216914637854,0.12372946785357553,0.09402280021773217,0.15186115333086322,0.09768286513938484
57D4C2F178DD4F64D59C2386B5C1AA33,1,0.10818794515693715,0.09674448462966552,0.09490170574322407,0.10804936931919012,0.09556076525998163,0.10686555623805093
970AFC429CAA58A4108E8AC3C3EDA0AC,16,0.14549256660412954,0.15441882960551648,0.1220726824887188,0.14494946766696234,0.152892827528684,0.1564083433725361
0434B00B77586E4B76AFB58D02568A6A,3,0.2890648263178879,0.10288712782488228,0.09706251062444986,0.2890648263178879,0.1631512196835108,0.1477501131786861
A90A49FF4A6FF72D6D173F2216052010,4,0.10120316433752355,0.09637508824185083,0.1304574268895465,0.10139275771237731,0.18316925091363362,0.10416761239804884
7743464011E4CD043A69043D5520AA60,30,0.21613231582895887,0.20590920871318738,0.19207367122046853,0.21797559659602336,0.23623603533499665,0.20374084744029322
C867A8022BD65915D303A4825C94A913,6,0.1491764310009671,0.14338464793638753,0.14843541300270935,0.14965081887138507,0.14592317890080778,0.14700528152070072
F6C296DEC5BC8E1A74C25AA46F3B1C60,1,0.10818794515693715,0.09977682107216843,0.43067655807339306,0.10827181284292445,0.10611018198888462,0.11293222628700601
7DA78C1383D7BA2E8A4A203B0A53B9BB,9,0.15366188628986424,0.09564502180840116,0.14555268036201674,0.15084420062289414,0.16427204996205025,0.11879514380082422
2355D09626A5BDFA94BC36AC87610D2D,10,0.11475462769240671,0.09976301939909772,0.11867654638337483,0.11535508912795225,0.15863495891559604,0.12447993835362813
A51A5A6C64683022A84B0487920898AB,34,0.3956741541740127,0.15992977711182227,0.18375724415225553,0.3957476201510561,0.31304136365612345,0.5423843523758939
6D632969DD00310940518C41796B6DB1,20,0.15975800293819734,0.14785351272186995,0.12769374725807978,0.16016498879913985,0.12299787284365009,0.18635226147078157
5EC33D07700C6943E5CA7B7EE99F1478,28,0.21491527916236003,0.2034001041100752,0.19249565251455675,0.21501124395208512,0.2752679734898622,0.25484863942356867
31B67ADAAD550192628CCABC9EFD45D3,23,0.1125791044898335,0.0976600788735543,0.1024427343756901,0.1138351243484765,0.1269596709794558,0.11861759423608151
92E0AE102BD892D4B9E5D4C21D242CA3,6,0.13974345719911924,0.12733282132879498,0.12336043759374765,0.13989177404962808,0.13089831402391341,0.14820266592247452
2F6BA2A687D094E53736D66FD8219A34,42,0.48210134613612776,0.18060089424468528,0.18079838777522,0.4823808794222236,0.47951850689893655,0.18967323397389038
F0B5E2DF6F07CBB39C27069C79C752AC,16,0.10153703782230557,0.10530910562224635,0.15863495891559604,0.10179808771918553,0.09416000953183801,0.10735200689121106
7D005607319F13C23023AAABF414D2EA,12,0.30950467989277286,0.13204810680840104,0.14001356198240722,0.3088402754929138,0.130593469828745,0.13188825547148145
5F45344828630B456B6AC33DDB8FE424,9,0.11000964056690198,0.09925086292802411,0.125,0.1110071514081832,0.12096598782093876,0.13070098600339122
7BB86C6F8EA91C286BE7D465DC6A18C7,52,0.3220608289887434,0.2312092018815357,0.29084350409194004,0.32351638651673725,0.645781096688815,0.3142495088917287
70BC9AFF07417AB640510E9E7CCC49F6,1,0.1319708865228925,0.10305131253947765,0.38685280723454163,0.1319708865228925,0.10699176490283753,0.13236987738623676
FF630DE7F9C3AFD61F66D1176E4F0170,2,0.10896309097133192,0.10359640114359008,0.10176513160173603,0.10935345788169377,0.5,0.15084420062289414
30EF67B117C70E607F7E0EC6E73851EA,98,0.28823268727217854,0.295886332298372,0.21955100786469212,0.2955875602256642,0.6255571396111586,0.3307949209061144
,1809,0.6621035338429474,0.6396245508756362,0.6940624188416309,0.6631335550147328,0.985727846345793,0.6732935507272738
2513EC8FF0A209ED6446D45F04E9A2DE,86,0.2700995000691415,0.1936697333833709,0.19989159732026415,0.2720661670548515,0.6136097249188015,0.45590633500390226
