epoch,loss,lr,mean_absolute_error
0,1404.3585205078125,4.99505e-05,35.14788055419922
1,149.14382934570312,4.9901002e-05,9.643025398254395
2,111.34259033203125,4.9851504e-05,8.20105266571045
3,98.85710144042969,4.9802005e-05,7.761961936950684
4,91.2282943725586,4.9752507e-05,7.46098518371582
5,86.81026458740234,4.970301e-05,7.286880016326904
6,84.33753204345703,4.965351e-05,7.1884765625
7,82.89137268066406,4.9604012e-05,7.136075496673584
8,81.88652801513672,4.9554514e-05,7.090550422668457
9,81.18504333496094,4.9505015e-05,7.0568623542785645
10,80.58643341064453,4.9455517e-05,7.027111053466797
11,80.03893280029297,4.940602e-05,7.000549793243408
12,79.57508087158203,4.935652e-05,6.975402355194092
13,79.04041290283203,4.9307022e-05,6.94509220123291
14,78.45682525634766,4.9257524e-05,6.9132399559021
15,77.7863998413086,4.9208025e-05,6.877065658569336
16,77.0735855102539,4.9158527e-05,6.838171482086182
17,76.19876098632812,4.910903e-05,6.790249347686768
18,75.17195129394531,4.905953e-05,6.735122203826904
19,74.17755889892578,4.9010032e-05,6.678249835968018
20,73.0777359008789,4.8960534e-05,6.615894317626953
21,72.10810089111328,4.8911035e-05,6.560984134674072
22,71.10366821289062,4.8861537e-05,6.506494522094727
23,70.32383728027344,4.881204e-05,6.460511684417725
24,69.5696029663086,4.876254e-05,6.424165725708008
25,68.96187591552734,4.8713042e-05,6.387106418609619
26,68.41143035888672,4.8663544e-05,6.361728668212891
27,68.08434295654297,4.8614045e-05,6.343183517456055
28,67.68707275390625,4.8564547e-05,6.319863796234131
29,67.40580749511719,4.851505e-05,6.305141448974609
30,66.98495483398438,4.846555e-05,6.281785011291504
31,66.7015609741211,4.8416052e-05,6.265782833099365
32,66.47673034667969,4.8366554e-05,6.256443977355957
33,66.22330474853516,4.8317055e-05,6.2413411140441895
34,65.95841217041016,4.8267557e-05,6.224080562591553
35,65.81382751464844,4.821806e-05,6.2198896408081055
36,65.60765075683594,4.816856e-05,6.204057693481445
37,65.38414764404297,4.8119062e-05,6.198714256286621
38,65.23939514160156,4.8069563e-05,6.183492660522461
39,65.08932495117188,4.8020065e-05,6.176430702209473
40,64.81209564208984,4.7970567e-05,6.163102626800537
41,64.71186828613281,4.792107e-05,6.161627769470215
42,64.49684143066406,4.787157e-05,6.148547172546387
43,64.25041961669922,4.782207e-05,6.134685039520264
44,64.14795684814453,4.7772573e-05,6.131910800933838
45,64.00098419189453,4.7723075e-05,6.1237616539001465
46,63.87350082397461,4.7673577e-05,6.120076656341553
47,63.6844367980957,4.762408e-05,6.109726905822754
48,63.57025909423828,4.757458e-05,6.103048801422119
49,63.29345703125,4.752508e-05,6.086490154266357
50,63.22522735595703,4.7475583e-05,6.087713718414307
51,63.01481628417969,4.7426085e-05,6.075457572937012
52,62.748992919921875,4.7376587e-05,6.062350273132324
53,62.66349792480469,4.732709e-05,6.054917812347412
54,62.4186897277832,4.727759e-05,6.049615859985352
55,62.27666091918945,4.722809e-05,6.040318965911865
56,62.07685089111328,4.7178593e-05,6.028872013092041
57,61.96493911743164,4.7129095e-05,6.022227764129639
58,61.72615051269531,4.7079597e-05,6.01079797744751
59,61.551307678222656,4.70301e-05,6.001475811004639
60,61.36539840698242,4.69806e-05,5.99280309677124
61,61.1234245300293,4.69311e-05,5.9835734367370605
62,60.98976516723633,4.6881603e-05,5.974667072296143
63,60.82162094116211,4.6832105e-05,5.967972278594971
64,60.571685791015625,4.6782607e-05,5.95350980758667
65,60.34918212890625,4.673311e-05,5.944910526275635
66,60.21680450439453,4.668361e-05,5.935483932495117
67,60.0885009765625,4.663411e-05,5.930002689361572
68,59.850494384765625,4.6584613e-05,5.921848297119141
69,59.52326965332031,4.6535115e-05,5.899537563323975
70,59.3552131652832,4.6485617e-05,5.892784595489502
71,59.0407829284668,4.643612e-05,5.8775105476379395
72,58.896915435791016,4.638662e-05,5.872583866119385
73,58.62690734863281,4.633712e-05,5.860647678375244
74,58.43500518798828,4.6287623e-05,5.847633361816406
75,58.255409240722656,4.6238125e-05,5.842639446258545
76,58.01854705810547,4.6188627e-05,5.8285322189331055
77,57.70985412597656,4.613913e-05,5.811612129211426
78,57.49362564086914,4.608963e-05,5.80679178237915
79,57.321022033691406,4.604013e-05,5.795093059539795
80,57.03194808959961,4.5990633e-05,5.783030033111572
81,56.84673309326172,4.5941135e-05,5.7691216468811035
82,56.51389694213867,4.5891637e-05,5.758395195007324
83,56.352664947509766,4.584214e-05,5.746814250946045
84,55.93816375732422,4.579264e-05,5.730914115905762
85,55.73760986328125,4.574314e-05,5.716914176940918
86,55.48799514770508,4.5693643e-05,5.698197364807129
87,55.170753479003906,4.5644145e-05,5.691497802734375
88,54.92316436767578,4.5594647e-05,5.675448417663574
89,54.57142639160156,4.5545148e-05,5.655406951904297
90,54.226863861083984,4.549565e-05,5.640402793884277
91,53.92578887939453,4.544615e-05,5.627565383911133
92,53.75870132446289,4.5396653e-05,5.624039649963379
93,53.41930389404297,4.5347155e-05,5.600674629211426
94,53.137935638427734,4.5297656e-05,5.589042663574219
95,52.8177375793457,4.5248158e-05,5.573480606079102
96,52.583885192871094,4.519866e-05,5.561966419219971
97,52.22205352783203,4.514916e-05,5.542464256286621
98,51.93595504760742,4.5099663e-05,5.530866622924805
99,51.50788116455078,4.5050165e-05,5.506051540374756
100,51.2238883972168,4.5000666e-05,5.496475696563721
