epoch,NDCG@10,e_time,f1,loss,lr,p10,p5,r1,r10,r5,val_NDCG@10,val_e_time,val_f1,val_loss,val_lr,val_p10,val_p5,val_r1,val_r10,val_r5
0,0.3169620633125305,3.854665756225586,0.0684083104133606,3.686645030975342,4.99505e-05,0.055887218564748764,0.07683113217353821,0.13368065655231476,0.5588722229003906,0.3841556906700134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,0.45928090810775757,1.2474758625030518,0.09586907923221588,3.2326643466949463,4.9901002e-05,0.07008428126573563,0.11084585636854172,0.26089489459991455,0.7008427977561951,0.5542292594909668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.5707385540008545,1.2510738372802734,0.12410157173871994,2.7605791091918945,4.9851504e-05,0.07761109620332718,0.13564512133598328,0.37776586413383484,0.7761109471321106,0.678225576877594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,0.6371901631355286,1.2518577575683594,0.13584673404693604,2.3463821411132812,4.9802005e-05,0.08319032192230225,0.14797118306159973,0.4520839750766754,0.8319031596183777,0.739855945110321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,0.6783704161643982,1.2490513324737549,0.1331963688135147,2.081519603729248,4.9752507e-05,0.08626112341880798,0.1553233116865158,0.5018388032913208,0.8626111149787903,0.776616632938385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,0.7062960267066956,1.2441012859344482,0.13352534174919128,1.9050859212875366,4.970301e-05,0.08825621008872986,0.16076309978961945,0.536638081073761,0.8825620412826538,0.803815484046936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,0.7254768013954163,1.2457234859466553,0.13725444674491882,1.7805074453353882,4.965351e-05,0.08949892222881317,0.16406680643558502,0.5621973872184753,0.8949892520904541,0.8203340768814087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,0.7411379814147949,1.247541904449463,0.14454017579555511,1.6875293254852295,4.9604012e-05,0.09062058478593826,0.16665950417518616,0.5809071660041809,0.906205952167511,0.8332975506782532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,0.7513443827629089,1.240722894668579,0.15590669214725494,1.6166757345199585,4.9554514e-05,0.09138216823339462,0.16863316297531128,0.5924456119537354,0.9138216376304626,0.8431658148765564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,0.7627118825912476,1.248290777206421,0.17422758042812347,1.5469337701797485,4.9505015e-05,0.09217897057533264,0.17098993062973022,0.6062212586402893,0.9217897653579712,0.854949414730072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,0.7733454704284668,1.2447144985198975,0.18631704151630402,1.487550139427185,4.9455517e-05,0.0927199125289917,0.17282867431640625,0.6212687492370605,0.9271988868713379,0.864143431186676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,0.7814708352088928,1.2478277683258057,0.20761118829250336,1.437977910041809,4.940602e-05,0.0932883694767952,0.17457862198352814,0.6294514536857605,0.9328838586807251,0.8728930354118347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,0.7880306839942932,1.2464051246643066,0.22973890602588654,1.3997982740402222,4.935652e-05,0.09377412497997284,0.1756971925497055,0.6385535001754761,0.9377413392066956,0.8784860372543335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,0.7956878542900085,1.2394123077392578,0.252619206905365,1.3581609725952148,4.9307022e-05,0.09416794776916504,0.17708854377269745,0.64839106798172,0.9416794180870056,0.885442852973938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,0.7998560667037964,1.225478172302246,0.2664317786693573,1.326855182647705,4.9257524e-05,0.0943901538848877,0.17777812480926514,0.653999388217926,0.9439013004302979,0.8888905644416809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,0.8039425015449524,1.223646640777588,0.2831704914569855,1.2994377613067627,4.9208025e-05,0.09469812363386154,0.17862702906131744,0.6582133173942566,0.9469813108444214,0.893135130405426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,0.8079876899719238,1.234825849533081,0.29580166935920715,1.2714887857437134,4.9158527e-05,0.09492949396371841,0.1791602373123169,0.6638675928115845,0.9492951035499573,0.8958014249801636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,0.8114089369773865,1.2392001152038574,0.304773211479187,1.2547274827957153,4.910903e-05,0.09508735686540604,0.1796659231185913,0.6688476800918579,0.9508734345436096,0.8983297348022461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,0.8154668807983398,1.2413475513458252,0.3097197115421295,1.2326140403747559,4.905953e-05,0.09524978697299957,0.1806926131248474,0.6741955280303955,0.9524977207183838,0.9034630656242371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,0.8185921907424927,1.240746259689331,0.3301306664943695,1.2113608121871948,4.9010032e-05,0.09549645334482193,0.18092550337314606,0.6776279211044312,0.9549647569656372,0.9046276211738586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,0.8202317357063293,1.248976230621338,0.3395058214664459,1.201467514038086,4.8960534e-05,0.09557308256626129,0.1812657117843628,0.6803248524665833,0.9557309150695801,0.906328558921814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0.8228271007537842,1.25886869430542,0.34742146730422974,1.1853595972061157,4.8911035e-05,0.09576771408319473,0.18183265626430511,0.6837573051452637,0.9576770067214966,0.9091633558273315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,0.8248099088668823,1.2504856586456299,0.36100858449935913,1.1676307916641235,4.8861537e-05,0.09588722139596939,0.18229849636554718,0.6855654120445251,0.9588721990585327,0.9114924669265747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0.8262302875518799,1.2526311874389648,0.3608388602733612,1.1606931686401367,4.881204e-05,0.09585350006818771,0.18255287408828735,0.6876340508460999,0.9585350751876831,0.912764310836792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0.8293597102165222,1.258920669555664,0.37130942940711975,1.14656662940979,4.876254e-05,0.09599753469228745,0.18297576904296875,0.692598819732666,0.9599754810333252,0.9148789644241333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,0.8292264938354492,1.245285987854004,0.3716775178909302,1.1389909982681274,4.8713042e-05,0.09609255194664001,0.1832025647163391,0.6905301809310913,0.9609255194664001,0.9160128831863403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0.8318389058113098,1.2420775890350342,0.3668723404407501,1.1275427341461182,4.8663544e-05,0.0961400493979454,0.1833435297012329,0.6959546208381653,0.96140056848526,0.9167177677154541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,0.832465410232544,1.2419233322143555,0.3770012855529785,1.1246418952941895,4.8614045e-05,0.09615537524223328,0.18361937999725342,0.6972877979278564,0.9615538120269775,0.9180968403816223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,0.8345360159873962,1.2520580291748047,0.379849374294281,1.1125688552856445,4.8564547e-05,0.09624733030796051,0.1837051659822464,0.7001532316207886,0.9624732136726379,0.9185258746147156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,0.8350591063499451,1.2592377662658691,0.3696100413799286,1.1059987545013428,4.851505e-05,0.09635000675916672,0.18376339972019196,0.7002605199813843,0.9634998440742493,0.9188170433044434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0.8361430764198303,1.2493658065795898,0.3843892216682434,1.1045761108398438,4.846555e-05,0.09637297689914703,0.18419548869132996,0.7015630006790161,0.9637296795845032,0.9209776520729065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0.8366660475730896,1.2489073276519775,0.39221230149269104,1.095324158668518,4.8416052e-05,0.09640514850616455,0.18416792154312134,0.7025743126869202,0.9640514850616455,0.9208397269248962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.8387649655342102,1.2427198886871338,0.39175087213516235,1.0871528387069702,4.8366554e-05,0.09644650667905807,0.1844315081834793,0.7059301137924194,0.9644652009010315,0.9221575260162354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.8398905396461487,1.2397007942199707,0.39466527104377747,1.0811179876327515,4.8317055e-05,0.09651394188404083,0.18452346324920654,0.7085810899734497,0.9651394486427307,0.9226171970367432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,0.8399084806442261,1.257777452468872,0.37909385561943054,1.0775728225708008,4.8267557e-05,0.09655071794986725,0.18447132408618927,0.7075697183609009,0.9655072093009949,0.9223567247390747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,0.839773952960968,1.2501530647277832,0.3852364718914032,1.0764508247375488,4.821806e-05,0.09655991941690445,0.18464604020118713,0.7071253657341003,0.9655991196632385,0.9232301712036133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.8416674733161926,1.2575149536132812,0.3992612063884735,1.06728196144104,4.816856e-05,0.09669476002454758,0.18498007953166962,0.7093472480773926,0.966947615146637,0.9249004125595093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.8420061469078064,1.2640321254730225,0.3945717215538025,1.062777042388916,4.8119062e-05,0.0966932475566864,0.18510876595973969,0.7096996903419495,0.9669322967529297,0.9255439639091492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.8429084420204163,1.258692741394043,0.3986620604991913,1.0599244832992554,4.8069563e-05,0.09667638689279556,0.1852252185344696,0.7112473249435425,0.9667637348175049,0.92612624168396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.8436631560325623,1.2555367946624756,0.4014795124530792,1.052072286605835,4.8020065e-05,0.0967499390244484,0.18550416827201843,0.711814284324646,0.9674992561340332,0.9275206923484802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
