epoch,accuracy,loss,lr,top_10,top_5
0,0.11221670359373093,7.275826930999756,0.000499505,0.25308024883270264,0.20216511189937592
1,0.2542285919189453,5.418097972869873,0.00049901,0.4653118848800659,0.40096515417099
2,0.33785581588745117,4.3287811279296875,0.00049851503,0.6114720106124878,0.5297687649726868
3,0.3846151530742645,3.8555846214294434,0.00049802003,0.6689422130584717,0.5873069167137146
4,0.4209292232990265,3.568422555923462,0.00049752503,0.7032055854797363,0.6264669299125671
5,0.45195725560188293,3.3500518798828125,0.00049703004,0.7284103631973267,0.6567676067352295
6,0.47739142179489136,3.181415557861328,0.00049653504,0.7465364933013916,0.6787522435188293
7,0.49939414858818054,3.043076515197754,0.00049604004,0.7594082355499268,0.6958823800086975
8,0.5179065465927124,2.9315879344940186,0.00049554504,0.7692710757255554,0.7088190317153931
9,0.5339305996894836,2.828874111175537,0.00049505004,0.7784095406532288,0.7210389375686646
10,0.5477092862129211,2.745088577270508,0.00049455505,0.7846205830574036,0.7295979857444763
11,0.5585710406303406,2.6768572330474854,0.00049406005,0.7898538112640381,0.7366238832473755
12,0.5707818865776062,2.6058664321899414,0.00049356505,0.7956332564353943,0.7444601058959961
13,0.579066276550293,2.5485665798187256,0.00049307005,0.7998161911964417,0.7495695352554321
