epoch,MAE,NDCG@10,RC@10,RC@5,e_time,loss,lr,val_MAE,val_NDCG@10,val_RC@10,val_RC@5,val_e_time,val_loss,val_lr
0,0.49859562516212463,0.005500491242855787,0.011839458718895912,0.006182157900184393,117.62465047836304,7.4568963050842285,9.9901e-06,NA,NA,NA,NA,NA,NA,NA
1,0.4961516559123993,0.007752894423902035,0.016140494495630264,0.008908623829483986,114.46432971954346,7.27445125579834,9.9802e-06,NA,NA,NA,NA,NA,NA,NA
2,0.4932989776134491,0.01055607758462429,0.021389057859778404,0.011899841018021107,114.48273038864136,7.189662933349609,9.9703e-06,NA,NA,NA,NA,NA,NA,NA
3,0.49077728390693665,0.012658597901463509,0.02490977570414543,0.014756360091269016,114.47140550613403,7.131747722625732,9.9604e-06,NA,NA,NA,NA,NA,NA,NA
4,0.48835551738739014,0.01509355753660202,0.02952665463089943,0.017738286405801773,114.45378923416138,7.091065883636475,9.9505005e-06,NA,NA,NA,NA,NA,NA,NA
5,0.4862099587917328,0.017247920855879784,0.03333999216556549,0.02044617384672165,114.50594282150269,7.049746990203857,9.940601e-06,NA,NA,NA,NA,NA,NA,NA
6,0.4842833876609802,0.019425297155976295,0.03712081536650658,0.022703520953655243,114.38475275039673,7.018719673156738,9.930701e-06,NA,NA,NA,NA,NA,NA,NA
7,0.4824020266532898,0.0212092325091362,0.04092021659016609,0.02503053843975067,114.42617273330688,6.989262580871582,9.920801e-06,NA,NA,NA,NA,NA,NA,NA
8,0.48061978816986084,0.02260942943394184,0.043823182582855225,0.026684068143367767,114.50932431221008,6.968369960784912,9.910901e-06,NA,NA,NA,NA,NA,NA,NA
9,0.479051798582077,0.023972243070602417,0.04595976695418358,0.0285512562841177,114.47705578804016,6.947910785675049,9.901001e-06,NA,NA,NA,NA,NA,NA,NA
10,0.47767317295074463,0.024654855951666832,0.0482356920838356,0.02916436456143856,114.44655299186707,6.9298200607299805,9.891101e-06,NA,NA,NA,NA,NA,NA,NA
11,0.4764302670955658,0.02635439857840538,0.05115723982453346,0.03102690726518631,114.42444586753845,6.912056922912598,9.881202e-06,NA,NA,NA,NA,NA,NA,NA
12,0.47512710094451904,0.026944998651742935,0.05222088471055031,0.03188154101371765,114.41238641738892,6.894963264465332,9.871302e-06,NA,NA,NA,NA,NA,NA,NA
13,0.4739157259464264,0.02758377604186535,0.05373042821884155,0.03271295130252838,114.42755460739136,6.879429817199707,9.861402e-06,NA,NA,NA,NA,NA,NA,NA
