userId,cold,MostPop,GridSearch_BPR,GridSearch_EASEᴿ
1AB20EBA99075FF5974981DF26B2EB32,2,0.09233846742541313,0.09260569628917158,0.12145326590959868
F41C2886891DC323F6A2C4A13F09596B,6,0.09642562356508882,0.0962947350724574,0.1281903386569819
CC02CB2730CA69457976FF309B4BC977,7,0.09642562356508882,0.0962947350724574,0.11679183448148776
CE9B37BD7D3BF2A2DC0E965604FF0A12,4,0.20296052862357214,0.20292976481536493,0.20434592815877028
7C2B0177E41FA37B53A70ADF8C898674,2,0.0941844185789828,0.09432386532006799,0.10666621802745085
AD0423561D0D0ACF1B4B3082DD1CA61E,43,0.2147386170156972,0.21470865858892194,0.22630311291092348
185F2DE879532FD095C66555F97A0D31,4,0.11943635148745316,0.11952691937948506,0.1193512483153364
8E6AA1812F05365DBA90CFEF272AE898,3,0.09584432941488728,0.09589235348980847,0.10542040842782631
01D381EF0807032323653EF7CAD57D9A,1,0.0941844185789828,0.09434039834931941,0.09404687780435525
FBB93975F01B30591AE62BFE4A8D79BB,11,0.09417627564824171,0.09432386532006799,0.09968056637895117
5B75E6B67B05EF07C5FDE71F7D167F9D,2,0.09435695850579641,0.09454937644784164,0.12016446051899408
8300287F9719A70F39780BF1A471FFF3,1,0.0929882025699844,0.09312641164021275,0.10203144713355673
67CE1FD220C361291E36C67E4F367FC3,3,0.09345410341452047,0.09322210456368424,0.14804095548293264
1D91968B73993595E5736DF8DB4E842D,2,0.2936933343283219,0.2934146074567586,0.3114400866758143
549178FBBD4087F7A1E5F61C31A894B0,1,0.09642562356508882,0.09630474557377222,0.13183980802870454
7B428D96BD7DFE160123724E7DDC2E99,8,0.09345410341452047,0.09323690920707112,0.09214441657435309
F68C6CAD6BB3A500B077180B802CD848,1,0.09417627564824171,0.09433212844881589,0.09240629139603479
565CD954C8922B95F7457FD98CE7D85E,1,0.0941844185789828,0.09434039834931941,0.11261789792258634
4937C3D6AED0CFB547B169CD7DDF3203,7,0.132245394625633,0.13227759985609178,0.15566688461400238
64704607303CB536A4AF37D29DA898D2,2,0.09384797679076555,0.09392706387334465,0.09415188632694081
0D743BDC5B6E0E238A61812A50079674,7,0.13785074755225915,0.13787298665492798,0.19632976802851235
5A5366CC23408F6F53563EA2DBF3C005,4,0.13198970393200146,0.131324224795043,0.18847620356484485
3BBF7A0F5F61CBC5F7ACF217F747C897,5,0.09223092487575359,0.09257794848483686,0.12309023482255768
22ED9899F896F665F61171D689379AD8,9,0.15917773490191475,0.15905332890571106,0.16985452852847605
C6416D2F400EED89A64E64347D848BAB,11,0.09534851759514086,0.09508699792948035,0.09520340730546158
069205E5FA256BB2624B9A5DAB45F323,18,0.18794753848156479,0.18833199521886249,0.21399004059044116
36F68B367F459CE5FBE384E9E5D47A32,1,0.13558840386185256,0.1348736890740232,0.1188540201352016
F0EA9662501632A72405D88CCCC3AC55,46,0.23180333346360874,0.2317072733124883,0.25064713910667585
A89D40FA29B894233E480ECDE6AE2CB6,15,0.14342587601589438,0.14311874218227238,0.15477492708433063
B0706445A938A6D5A4E01E618D7B4A57,5,0.14428479950014209,0.14417103813822926,0.1406140391147036
B3180C99793875B2C0F3868D7E09AE78,11,0.1504625848507554,0.15122480381857548,0.19190223052944075
459C56834A7C541DE36BEA9017DD13A3,3,0.09349964047005375,0.09328890076702284,0.10576048577701042
14B55FDE66C9B0E6F37E34F25E473BF2,24,0.19141087506577315,0.1927637980972833,0.23967680994371934
C06F99F8F550438DEA5FB1D792AF42C7,2,0.11030114297270742,0.11066631108224305,0.18428883314870617
45E910A856535B54F018A051F44A3A5A,14,0.1716955792222314,0.17195139159422632,0.17868816104253582
025FFD6F12CCD45445EDB3BE03A66530,24,0.2385058530429014,0.241355991148296,0.30012380583965526
6C78B2237711A251B3D7B2EF68AAB587,5,0.15375346370732051,0.1539258643108014,0.17150851613597637
ABED93DF5EABC4B40D3E6046726A3157,1,0.10578349427575229,0.1059457625105743,0.09292340652388
8FAB802AAEFF9234941A12719EDA10EC,5,0.13310730016803232,0.13248612972945864,0.36344488851741613
B97C00A28CC38DCA32F05115E9A3EA76,47,0.1960756744501922,0.19641058187182017,0.2954761135232899
01E675DE883411FD3BE8C9C7D7AB0FE2,3,0.1185113938086431,0.1186831265956895,0.1297275505256285
A06F4685FB85C20F441F7DCECBDB6960,13,0.24629076309712447,0.24686838993317228,0.20127786735826136
3D2214C52C4A45BD92C3D60BD7E4FBC0,14,0.11806610971555005,0.11811524276167955,0.11711455211742293
A6E9A67AECF0B200D299D095E70427EB,4,0.11030114297270742,0.11066631108224305,0.1171608361622551
2D5F87C7738D34F746F0C529C6E0B768,4,0.13499621683558832,0.13521444351912182,0.18790245435318073
06B73DAB11F35C6A5FF4933D1889E98B,4,0.09417627564824171,0.09431560895305174,0.09165362891109506
6AB4343A7710996B82517ECC37D992DB,3,0.0929882025699844,0.09311908894167345,0.15186115333086322
4AF801FC574851A2D231582F7EA594F8,1,0.09288044535888755,0.0928092587323034,0.10699176490283753
7FC47FA79588FF8659B0A6441DD95B36,359,0.5123150063587572,0.5136350270038877,0.544266608757923
55793D48E9DB12F5C8CAAF3EBDE6947A,2,0.11030114297270742,0.11066631108224305,0.11559288231044246
D89AB22CCFE0407353E014968A7FC83E,2,0.09642562356508882,0.09630474557377222,0.0982808161164113
CCB175DBDB28D88FBEBE7FAE9F8024B4,4,0.09567326059523501,0.09584432941488728,0.1096930967339519
AF9A3FA020BFAAB8F357D1767E85E9B5,21,0.15591046180517731,0.1565074310979673,0.16466603810720437
009281978EA0BE502BAE58690D43C25D,2,0.09237232025011603,0.09289474487188203,0.43067655807339306
E46B52EAFC106E0ACACF33F8104EE340,10,0.4447075114602575,0.44481514328139,0.6710940380235334
B1550CC3B0E55E11E2E517E217643003,4,0.0959502768823437,0.09650698959926156,0.10027093420936699
3358E5A795A77C1FBB52DF388165F6BB,253,0.34111493143035126,0.34130627643482303,0.3846815648331337
4A1C4C223011087C5E3BA9FAC6BBEBDB,5,0.36266365957700725,0.36264851776748874,0.6715043511909994
465AA447CA93CDEE8D5EF779C680A803,38,0.21094620895053998,0.21038548859271872,0.38457455978643407
8B4DDCF1ADC8D8BF4522CEF470674560,1,0.09384797679076555,0.09391119637919502,0.09381651623126801
AA6078B2445BF9C9D551E64803BCE8CA,3,0.2592170435462596,0.2595758062513628,0.1358580877266035
1439E5FED3A0AD0FF45F13E8E1157483,2,0.09818480504980347,0.09817286322178517,0.11070000816188993
80997B926BACDBD6FCB28F3D6C4105AC,16,0.15357135142852,0.1536008313626715,0.2872374026310265
42395693B43320766F78667D3F97935B,2,0.09237910498965796,0.09247459166384843,0.09869859038553905
53FCB7BCD67FC96FBB7F7DCC62E9ED1A,2,0.09246774003088604,0.09211795342146885,0.11475462769240671
148D0C8E967E1FBB758E2FE23E23A221,2,0.09162220206558842,0.09162220206558842,0.09455782600393828
4AFB545EC2570DC133E7DDCAFBC15AA6,18,0.14922426970651764,0.1493035451607776,0.15919252703128164
CD6211F26FEF94BE805E063D85F2D50E,19,0.13715102635810172,0.13791557713631108,0.14192622505634112
3C6CFA872822B294FD89012F52193374,1,0.09584432941488728,0.09591162545042932,0.10706810063236014
8C12F9C4C271B7AEBBB8DFCD3E23FA22,6,0.1567052233424096,0.15723019506816313,0.36270932124040345
3B211CC16D633C1261D6FBF643096F52,2,0.10689069706663969,0.10696642190279293,0.1131727366659431
487853F58B4AFE2B24ED9535C6BA637E,2,0.09147895294325133,0.09146659734662561,0.11400572314167466
45702228DA220FF5E012D072DAEFD0B9,8,0.12401990945211387,0.1238513917819527,0.11307774597086502
1C72381887030573B70FCE079F0A3752,9,0.14011766441136242,0.14029357907851966,0.20737459654717255
3FD10FA61F3184BF7D37A25A7C7186AA,50,0.2621908193008946,0.2633967114137851,0.37866912777927725
BD29F2577D016A435E1633E57AB5488B,4,0.09814901898031929,0.09791342362655947,0.09150371218334545
594490B405A696739D071CAFADFEDED5,3,0.09563562598405323,0.09570157664879024,0.13119826835175236
4043E78FC0C3383243F7876D1F2497B2,1,0.09312641164021275,0.0931484124131697,0.11164325195357283
32AEDEA4DC4354179B3EF9919B5F64F8,7,0.15153041292073788,0.1517518798069002,0.3242333301195314
88EB9E9F4F47EEED9FCB1A93E190FE51,1,0.09678633978105408,0.09667163516027853,0.11927901618592246
E3EFA552F3CADE4A93B23C57B7B636B2,3,0.0913927977408328,0.09161592904867931,0.1195894192856196
A5883359D2F871C2A5C332D256106463,4,0.10318060914652726,0.10312502308526748,0.10216693453292566
ACEEC206884B96AE2DB8DFE2335E3D93,1,0.0993169153586807,0.09976301939909772,0.11753927337115948
1788AF04BF06BEF27FC71198345DA285,8,0.23592894407543033,0.23297509657967488,0.5369394530543726
1BDCAFBA658FE4AF0E35FCD0740E00BE,1,0.10318060914652726,0.10312502308526748,0.13607796873316694
7770AED3DD3C496C63A35BD5B451DD9B,17,0.14872176505275317,0.14884424903218288,0.15794222115641868
286B4A20123368527D7AB85621E8A8B9,1,0.09458321701912503,0.09483199363769604,0.15643778834207153
6BD67B301FE0B31114739317BB80ED06,59,0.16763044680006808,0.16732586031413504,0.2206942287650569
32C14EF9514060B6F4EB27020E8FC8F8,119,0.29720289362574426,0.2998148969583953,0.37623314202373415
5D12E2C704A15F918117A6136B56F65F,5,0.09814901898031929,0.09786691524560066,0.1207617053725336
70B5006772DC39C378FE0E40B9D03CF7,3,0.134984245617601,0.13467177288714424,0.12811196489975804
6F82287707B963DB1AF1FEC09C1A46F8,7,0.12449491502321548,0.12496440820328708,0.12730081805982324
3374441AC7F8356E8E74111DB2C64679,1,0.0913927977408328,0.09161592904867931,0.11879514380082422
1B60EFC186D226E470128D8AA63D2E7B,8,0.20976922351294508,0.20958671950153834,0.18863162404006223
168845F6D317A1AD1B404411C0227CC6,2,0.12485383627242924,0.12461420816589885,0.12677681656115644
2D2351EC6AD5CF895AFD4BBA27B42F8C,26,0.21810505535676397,0.21760351123455104,0.24106430620758576
7964FB70307826F27CBFC020520E9BED,1,0.09474551913417749,0.09468542143648495,0.15186115333086322
23A75A091FD7BDB0F7465BCE8811DE0C,1,0.09293776877340838,0.09286616664789642,0.09270343908567606
A43FFA529E7389D91808B20988CFD3EC,2,0.09878662370959312,0.09878662370959312,0.38685280723454163
88C62BA961363D32BD7184DE7073D7BA,20,0.1588711856722369,0.1589414000192342,0.2532136718658884
FBAE3D753101E6CAE96F97149AACD311,1,0.18207623814659907,0.1830662143096828,0.12402355601957349
CFFBC3E0F8063639BF9EB7BE3298BCCD,2,0.09421705634422926,0.09421705634422926,0.11540233518435107
5F14144D5EEF1F16E1C7AA1957DB3C0C,1,0.09584432941488728,0.09589235348980847,0.1044327608317807
D03568ACCC2C7CFE718324633D2EC6A9,42,0.19431712499808265,0.19437959111691977,0.22266330610655055
42E3DAB982681D21828782D68A053E23,1,0.10396755253417304,0.10359640114359008,0.11175223078354918
622C7966AEB59A0BB1C1506AB600D4BA,31,0.2472652000703492,0.24726626478041605,0.2805298471122069
FF5901BE1A1A671E93FC820539A222C6,6,0.09203899580027812,0.09188944224892501,0.13691539142239212
FD8C423DBCF0DA1A9197242571D1BC58,3,0.4496226293815516,0.44925990826756584,0.7069126464693674
8711A0E33E2BC2C882A40846DDDDDED8,4,0.12210079059163391,0.12199476066364204,0.11646734623410793
