epoch,CO2(gr),NDCG@10,e_time,f1,loss,lr,p10,p5,r1,r10,r5,val_CO2(gr),val_NDCG@10,val_e_time,val_f1,val_loss,val_lr,val_p10,val_p5,val_r1,val_r10,val_r5
16,0.6806473419651365,0.17516329884529114,0.9972343444824219,0.011035655625164509,0.01765778288245201,9.8317054e-05,0.028392015025019646,0.04135847091674805,0.0897698923945427,0.28392016887664795,0.20679235458374023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,0.7188127866877057,0.18220971524715424,0.9973399639129639,0.015967441722750664,0.01754179410636425,9.821806e-05,0.029517605900764465,0.043265875428915024,0.09315220266580582,0.29517605900764465,0.21632936596870422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,0.7541557955428115,0.18854834139347076,0.9965364933013916,0.02167261205613613,0.017404688522219658,9.811906e-05,0.029994456097483635,0.04476850479841232,0.10033268481492996,0.29994454979896545,0.2238425314426422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,0.7909197859097584,0.19609299302101135,0.9947807788848877,0.026548117399215698,0.017253024503588676,9.8020064e-05,0.031047962605953217,0.04645966738462448,0.10468533635139465,0.31047961115837097,0.23229831457138062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,0.8280930088122245,0.20252032577991486,0.9946136474609375,0.03317563235759735,0.017115553840994835,9.792107e-05,0.03176600858569145,0.04784030467271805,0.11075685918331146,0.3176600933074951,0.23920154571533203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0.8658383638538787,0.21077752113342285,1.0006234645843506,0.03915638104081154,0.016943100839853287,9.782207e-05,0.032561685889959335,0.04971999302506447,0.11810369044542313,0.32561686635017395,0.24859994649887085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,0.8999404343295099,0.21815620362758636,0.9974300861358643,0.046006981283426285,0.016795635223388672,9.7723074e-05,0.03364291787147522,0.05142778530716896,0.12245633453130722,0.33640143275260925,0.2571389079093933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0.9374781054551318,0.22419609129428864,0.9976966381072998,0.05396244302392006,0.01666676439344883,9.762408e-05,0.03449403867125511,0.05285278707742691,0.12655946612358093,0.3449403941631317,0.26426392793655396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0.9764534946677468,0.2298355996608734,0.997821569442749,0.06023029983043671,0.01654328778386116,9.752508e-05,0.0350596085190773,0.05410590395331383,0.13299140334129333,0.3505960702896118,0.27052953839302063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1.0122907907969116,0.2368609756231308,1.0021469593048096,0.06778356432914734,0.016391098499298096,9.7426084e-05,0.03595231473445892,0.055436648428440094,0.13714998960494995,0.35952314734458923,0.27718326449394226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,1.0480576592812496,0.24448446929454803,0.997600793838501,0.07257476449012756,0.016222400590777397,9.732709e-05,0.037125036120414734,0.05739395320415497,0.14166897535324097,0.37125036120414734,0.28696978092193604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,1.0862608264021276,0.25051310658454895,0.9976558685302734,0.078880175948143,0.016069423407316208,9.722809e-05,0.03786803409457207,0.058891043066978455,0.14582756161689758,0.37868034839630127,0.29445523023605347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,1.122522449176815,0.256792813539505,1.0000848770141602,0.08425381034612656,0.015951799228787422,9.7129094e-05,0.03870806843042374,0.06048239767551422,0.1498752385377884,0.38708066940307617,0.3024119734764099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,1.15917425913542,0.2640540301799774,0.9967708587646484,0.09124407172203064,0.015785008668899536,9.70301e-05,0.039764344692230225,0.0617687813937664,0.15580815076828003,0.39764347672462463,0.3088439106941223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,1.1967298960788852,0.27225470542907715,0.9963679313659668,0.09462174773216248,0.015627309679985046,9.69311e-05,0.04077349603176117,0.06320487707853317,0.16193512082099915,0.4077349603176117,0.31602439284324646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1.232642364478773,0.2792828679084778,0.9965746402740479,0.10107411444187164,0.015486950986087322,9.6832104e-05,0.041674524545669556,0.06500139087438583,0.1683947890996933,0.41674521565437317,0.3250069320201874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,1.2706296177316447,0.2837950587272644,0.9974708557128906,0.10551387071609497,0.01536266878247261,9.673311e-05,0.04237038642168045,0.06667036563158035,0.17008593678474426,0.4237039089202881,0.33335182070732117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,1.3088987163973451,0.2942318320274353,1.0014498233795166,0.11066416651010513,0.015171186998486519,9.663411e-05,0.043581921607255936,0.06883837282657623,0.17831993103027344,0.43581923842430115,0.34419184923171997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,1.3441839929406572,0.30054739117622375,1.000563144683838,0.11868544667959213,0.015051104128360748,9.6535114e-05,0.04474632814526558,0.06999168545007706,0.181674525141716,0.4474632740020752,0.3499584197998047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,1.3829241024037309,0.306814968585968,0.9964621067047119,0.125010147690773,0.014892772771418095,9.643612e-05,0.04546715319156647,0.07137232273817062,0.1868588924407959,0.4546714723110199,0.3568616509437561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,1.4198224004200877,0.3123400807380676,0.994957447052002,0.1270119696855545,0.014797758311033249,9.633712e-05,0.04613251984119415,0.07244247943162918,0.19201552867889404,0.46132519841194153,0.3622123599052429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,1.4558801468436704,0.31825870275497437,0.9977405071258545,0.13115878403186798,0.014651944860816002,9.6238124e-05,0.04688938334584236,0.07431660592556,0.19512060284614563,0.468893826007843,0.3715830445289612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,1.4922915509985542,0.32650917768478394,0.9953007698059082,0.13792215287685394,0.014509356580674648,9.613913e-05,0.04780426621437073,0.07580260932445526,0.2028278410434723,0.47804269194602966,0.3790130317211151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,1.5304838840809514,0.33090314269065857,0.994800329208374,0.14042975008487701,0.014378226362168789,9.604013e-05,0.04852231219410896,0.07733850181102753,0.20432493090629578,0.4852231740951538,0.3866925537586212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,1.5674415813572178,0.33861061930656433,0.996070146560669,0.14440234005451202,0.014272199012339115,9.594113e-05,0.04936789348721504,0.078724704682827,0.2113390564918518,0.4936789572238922,0.3936235010623932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1.6038149112599995,0.3450712561607361,0.9993221759796143,0.15248218178749084,0.014169210568070412,9.584214e-05,0.0501524843275547,0.07998891174793243,0.21705017983913422,0.501524806022644,0.399944543838501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,1.6421355730724618,0.34803977608680725,0.9965410232543945,0.15613850951194763,0.014046069234609604,9.574314e-05,0.05067368969321251,0.08081508427858353,0.21810369193553925,0.5067368745803833,0.40407541394233704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,1.6772427265687866,0.35657161474227905,0.9980220794677734,0.16311365365982056,0.013913548551499844,9.564414e-05,0.05169115960597992,0.08290546387434006,0.22489602863788605,0.5169115662574768,0.4145272970199585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,1.7138280534983235,0.3628370463848114,0.994802713394165,0.16769163310527802,0.013804879039525986,9.554515e-05,0.05231771990656853,0.08414194732904434,0.2313002496957779,0.5231771469116211,0.4207097291946411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,1.7538367207004768,0.36744987964630127,0.997175931930542,0.16842947900295258,0.013722346164286137,9.544615e-05,0.052963681519031525,0.08534515649080276,0.2332686483860016,0.529636800289154,0.4267258048057556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,1.7900712095601563,0.3725968897342682,0.9973626136779785,0.17511428892612457,0.013602509163320065,9.534715e-05,0.05382312089204788,0.08670917898416519,0.2354033887386322,0.5382311940193176,0.43354588747024536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,1.8248047343258635,0.37737131118774414,0.996767520904541,0.18104921281337738,0.013505625538527966,9.524816e-05,0.05421125143766403,0.08743000030517578,0.2418353259563446,0.5421125292778015,0.4371499717235565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,1.8629540246962883,0.38439956307411194,0.9932293891906738,0.17904406785964966,0.01339766290038824,9.514916e-05,0.05508178099989891,0.08891044557094574,0.24713057279586792,0.5508178472518921,0.4445522725582123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,1.9022335578340597,0.38947251439094543,0.9952085018157959,0.185345858335495,0.013292868621647358,9.505016e-05,0.05568339303135872,0.09051844477653503,0.250762403011322,0.5568339228630066,0.4525921940803528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,1.938375249482054,0.39402440190315247,0.9993126392364502,0.18852826952934265,0.013192505575716496,9.495117e-05,0.05623786151409149,0.0914333388209343,0.2546992003917694,0.5623787045478821,0.4571666121482849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1.973164328870675,0.39619261026382446,0.9952020645141602,0.19279217720031738,0.013178597204387188,9.485217e-05,0.05648183822631836,0.0914832204580307,0.256251722574234,0.5648183822631836,0.4574161469936371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,2.0133613413914713,0.3999190330505371,0.9957833290100098,0.19507578015327454,0.01304624229669571,9.475317e-05,0.05732186883687973,0.09279181063175201,0.2568616569042206,0.5732187628746033,0.4639589786529541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,2.0504941762188156,0.4045621156692505,0.9979212284088135,0.2014601081609726,0.01298733614385128,9.465418e-05,0.05759634077548981,0.09382312744855881,0.26224008202552795,0.5759633779525757,0.46911561489105225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,2.086448170875375,0.4101623296737671,0.9975154399871826,0.20478051900863647,0.012903654016554356,9.455518e-05,0.05824507772922516,0.09473247081041336,0.26806211471557617,0.582450807094574,0.4736623167991638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,2.122018152525874,0.41315001249313354,0.9954352378845215,0.20563742518424988,0.012839148752391338,9.445618e-05,0.05869698524475098,0.09599112719297409,0.26856112480163574,0.586969792842865,0.47995564341545105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,2.160842631380373,0.416515052318573,0.9956881999969482,0.21213538944721222,0.012734523974359035,9.435719e-05,0.05917937681078911,0.096307173371315,0.271860271692276,0.5917937159538269,0.4815359115600586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,2.196966642874019,0.42095205187797546,0.9956190586090088,0.2142130434513092,0.012697366997599602,9.425819e-05,0.05939839035272598,0.09739950299263,0.27557528018951416,0.5939839482307434,0.48699751496315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,2.2341210030072896,0.4249856173992157,0.9983537197113037,0.2160460203886032,0.01262702513486147,9.415919e-05,0.06001940369606018,0.09796507656574249,0.278902143239975,0.6001940965652466,0.4898253381252289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,2.2709514719404913,0.42672473192214966,0.9935612678527832,0.21677440404891968,0.012580899521708488,9.40602e-05,0.06028832495212555,0.0988965854048729,0.2794843316078186,0.6028832793235779,0.49448296427726746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,2.307360200112391,0.4296799600124359,0.9958274364471436,0.21655061841011047,0.012524624355137348,9.39612e-05,0.06063209846615791,0.09930135309696198,0.2825339734554291,0.6063210368156433,0.49650678038597107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,2.344471552957574,0.4352480173110962,0.9954357147216797,0.22065645456314087,0.012450329028069973,9.38622e-05,0.06118381395936012,0.10087607055902481,0.2862766981124878,0.6118381023406982,0.5043803453445435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,2.3840906959482493,0.4375259578227997,1.0032958984375,0.22428801655769348,0.012394065968692303,9.376321e-05,0.06150263175368309,0.1014416441321373,0.2882450819015503,0.6150263547897339,0.5072082281112671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,2.424390867013897,0.4391360878944397,0.9965391159057617,0.22848688066005707,0.01233400497585535,9.366421e-05,0.0618990920484066,0.1021125540137291,0.2874133586883545,0.6189908385276794,0.5105627775192261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,2.4604420586412017,0.44390207529067993,0.9949719905853271,0.23343589901924133,0.012248395010828972,9.356521e-05,0.06237594038248062,0.10254505276679993,0.293429434299469,0.6237593293190002,0.5127252340316772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,2.500448246993145,0.4441485106945038,0.9961421489715576,0.22985312342643738,0.012234088033437729,9.346622e-05,0.06258663535118103,0.10284446179866791,0.2910451889038086,0.6258663535118103,0.5142223238945007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,2.5372311500681524,0.4464605152606964,1.0041964054107666,0.23299196362495422,0.012209873646497726,9.336722e-05,0.06250070035457611,0.10309398919343948,0.2957027852535248,0.625006914138794,0.5154699087142944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,2.5730875678290333,0.45245620608329773,0.9997539520263672,0.2375183403491974,0.01213478296995163,9.326822e-05,0.06336844712495804,0.10479068756103516,0.29941779375076294,0.633684515953064,0.5239811539649963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2.6113337687082745,0.45540177822113037,0.9937002658843994,0.24055317044258118,0.012072602286934853,9.316923e-05,0.06359578669071198,0.10539507120847702,0.3027723729610443,0.6359578371047974,0.5269753336906433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2.649291905190064,0.45365476608276367,0.9976837635040283,0.24087302386760712,0.01204684842377901,9.307023e-05,0.06361518800258636,0.10523980855941772,0.2990851104259491,0.636151909828186,0.5261990427970886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2.687523727746929,0.45766234397888184,1.001014232635498,0.24350102245807648,0.012009138241410255,9.297123e-05,0.0640476867556572,0.1059550791978836,0.3030219078063965,0.6404768228530884,0.5297754406929016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,2.7233843728111813,0.46113675832748413,0.9951896667480469,0.24156206846237183,0.011941621080040932,9.287224e-05,0.0643581971526146,0.1063154935836792,0.30845579504966736,0.6435819268226624,0.531577467918396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,2.76101051103509,0.4626118242740631,0.9971544742584229,0.24305462837219238,0.011905350722372532,9.277324e-05,0.06450512260198593,0.10687551647424698,0.30853894352912903,0.6450513005256653,0.5343775749206543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,2.8009098701353903,0.46704530715942383,0.9973537921905518,0.24913999438285828,0.011859685182571411,9.267424e-05,0.06492652744054794,0.10785141587257385,0.313556969165802,0.6492652893066406,0.5392569899559021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,2.837268091367111,0.4666696786880493,0.9965434074401855,0.24607665836811066,0.011833400465548038,9.257525e-05,0.0650596022605896,0.10779594630002975,0.3113667964935303,0.6505960822105408,0.5389797687530518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,2.8742585425518543,0.46880897879600525,0.9951353073120117,0.24964046478271484,0.011801066808402538,9.247625e-05,0.06496812403202057,0.1078735813498497,0.3166066110134125,0.6496811509132385,0.5393679141998291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,2.9133216318687007,0.4739326238632202,1.000256061553955,0.25593671202659607,0.01173796784132719,9.237725e-05,0.06557250022888184,0.10959246009588242,0.31943443417549133,0.6557250022888184,0.5479623079299927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,2.951132071386423,0.4725336730480194,0.998913049697876,0.2532815933227539,0.011714326217770576,9.227826e-05,0.06543110311031342,0.10907124727964401,0.31757694482803345,0.6543110609054565,0.545356273651123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,2.9882534914590506,0.47603514790534973,1.0008854866027832,0.2512802183628082,0.011653542518615723,9.217926e-05,0.06605489552021027,0.10971444100141525,0.3192680776119232,0.6605489253997803,0.5485722422599792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,3.0268462375148966,0.47878751158714294,1.0001020431518555,0.2579725980758667,0.011602557264268398,9.208026e-05,0.06614084541797638,0.11044636368751526,0.3234543800354004,0.6614083647727966,0.5522317886352539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,3.062374732142699,0.47742345929145813,0.9969296455383301,0.2544616758823395,0.011604748666286469,9.198127e-05,0.06602994352579117,0.10972552746534348,0.3233434855937958,0.6602994203567505,0.5486276745796204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,3.1022651704839115,0.4807468056678772,1.0004425048828125,0.2613912522792816,0.011562826111912727,9.188227e-05,0.06624618917703629,0.11071250587701797,0.3260049819946289,0.6624618768692017,0.5535625219345093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,3.1387169764518728,0.4845665693283081,1.0000159740447998,0.2602437734603882,0.011509244330227375,9.178327e-05,0.06693652272224426,0.1119212731719017,0.3271971046924591,0.6693651080131531,0.5596063137054443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,3.174352420035533,0.4854118824005127,0.9952468872070312,0.2594260275363922,0.011481774039566517,9.168428e-05,0.06686996668577194,0.11194344609975815,0.3285555839538574,0.6686997413635254,0.5597172379493713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,3.2136459285178822,0.4860488772392273,0.9994354248046875,0.2644936740398407,0.011445286683738232,9.158528e-05,0.06688661128282547,0.1120210662484169,0.330607146024704,0.6688660979270935,0.5601053237915039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,3.251163757805272,0.4892454743385315,0.9984667301177979,0.2653603255748749,0.011412370949983597,9.148628e-05,0.06722760945558548,0.11275298148393631,0.3323260247707367,0.6722761392593384,0.5637649297714233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,3.2884414915980615,0.4897116422653198,1.0027897357940674,0.2692200541496277,0.011392786167562008,9.138729e-05,0.06725534051656723,0.11282506585121155,0.33418354392051697,0.6725533604621887,0.5640975832939148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,3.326552511226424,0.4914577901363373,0.9962673187255859,0.2686024606227875,0.011355944909155369,9.128829e-05,0.0674438551068306,0.11344607919454575,0.3343498706817627,0.6744385957717896,0.5672304034233093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,3.362033717013066,0.4930427670478821,1.0006978511810303,0.26734697818756104,0.01132512092590332,9.118929e-05,0.06744663417339325,0.11332408338785172,0.33748266100883484,0.6744663119316101,0.5666204690933228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,3.4018268184773026,0.49591970443725586,0.9963672161102295,0.2733277380466461,0.011279385536909103,9.1090296e-05,0.0680399239063263,0.11448294669389725,0.3375104069709778,0.6803992390632629,0.572414755821228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,3.4387759334114216,0.4955597519874573,1.000223159790039,0.27171605825424194,0.011255109682679176,9.09913e-05,0.0679345652461052,0.11418352276086807,0.3373717665672302,0.6793457269668579,0.5709176659584045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,3.474800481427397,0.4973244369029999,0.9983696937561035,0.26881954073905945,0.01125972718000412,9.08923e-05,0.06828389316797256,0.11484336107969284,0.3378153443336487,0.6828389167785645,0.5742167830467224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,3.513905321399673,0.4996176064014435,0.9987506866455078,0.276061087846756,0.011207877658307552,9.0793306e-05,0.0683005303144455,0.11475463211536407,0.343221515417099,0.6830052733421326,0.573773205280304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,3.5508956493347408,0.5017423629760742,0.9969878196716309,0.27633076906204224,0.011164739727973938,9.069431e-05,0.06842806935310364,0.1158081665635109,0.344663143157959,0.6842805743217468,0.5790407657623291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,3.5867654663067166,0.5032796263694763,1.0039613246917725,0.276153564453125,0.011134556494653225,9.059531e-05,0.0687163844704628,0.11594122648239136,0.3447740375995636,0.6871638298034668,0.5797061324119568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,3.6251378985627145,0.5032484531402588,0.9983344078063965,0.2802971601486206,0.011141644790768623,9.0496316e-05,0.0687718316912651,0.11630716919898987,0.34391459822654724,0.6877183318138123,0.5815358757972717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,3.660862371436501,0.5050342679023743,0.9946057796478271,0.2770427465438843,0.011102743446826935,9.039732e-05,0.06886610388755798,0.11609648168087006,0.3473246395587921,0.6886609196662903,0.5804824233055115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,3.6982905666449537,0.5065527558326721,0.997124195098877,0.27927616238594055,0.011064616031944752,9.029832e-05,0.06924314051866531,0.11655670404434204,0.34859994053840637,0.6924313902854919,0.5827834606170654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,3.73592739232778,0.5084015727043152,0.9972014427185059,0.2799557149410248,0.011075416579842567,9.0199326e-05,0.06924867630004883,0.11680068075656891,0.35004159808158875,0.6924868226051331,0.5840033292770386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,3.7748258728231634,0.5094671845436096,0.9984719753265381,0.2810889482498169,0.011001653037965298,9.010033e-05,0.06943165510892868,0.11711670458316803,0.3514000475406647,0.6942889094352722,0.5855835676193237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3.8101610373000936,0.5101426839828491,0.996588945388794,0.28163614869117737,0.010984032414853573,9.000133e-05,0.06961187720298767,0.1173107922077179,0.35009703040122986,0.6961186528205872,0.5865539312362671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,3.8491133336942025,0.5118530988693237,0.9972612857818604,0.28466200828552246,0.010976933874189854,8.9902336e-05,0.06940948218107224,0.11756029725074768,0.35486555099487305,0.6940948367118835,0.5878015160560608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,3.8885094424882984,0.5135147571563721,0.9995369911193848,0.2849552631378174,0.010942424647510052,8.980334e-05,0.06976435333490372,0.11820348352193832,0.35481008887290955,0.6976434588432312,0.591017484664917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,3.924824719497429,0.5131195783615112,1.0052666664123535,0.28621113300323486,0.010922713205218315,8.970434e-05,0.06981147080659866,0.11869697272777557,0.35267534852027893,0.6981147527694702,0.5934848785400391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
