epoch,e_time,loss,lr,p10,p5,r1,r10,r5
0,28.28745675086975,4.178788185119629,0.000499505,0.0667184367775917,0.11756189167499542,0.38458073139190674,0.6671841740608215,0.5878095030784607
1,17.286461114883423,3.358473300933838,0.00049901,0.08260411769151688,0.15349893271923065,0.5853227376937866,0.8260411024093628,0.7674946784973145
2,17.256041049957275,2.747554302215576,0.00049851503,0.08845066279172897,0.1665322631597519,0.6532784700393677,0.8845068216323853,0.8326612114906311
3,17.251961708068848,2.2607038021087646,0.00049802003,0.09142068028450012,0.17398983240127563,0.6971933245658875,0.9142068028450012,0.8699491620063782
4,17.269065618515015,1.8886089324951172,0.00049752503,0.09318628162145615,0.17847813665866852,0.7318668365478516,0.9318627715110779,0.8923904895782471
5,17.28511953353882,1.6000314950942993,0.00049703004,0.0945613831281662,0.18186010420322418,0.7633545994758606,0.9456139206886292,0.9093005061149597
6,17.27849769592285,1.3806231021881104,0.00049653504,0.09550368785858154,0.1844140589237213,0.7894856929779053,0.9550366997718811,0.922070324420929
7,17.33498740196228,1.2052122354507446,0.00049604004,0.09621276706457138,0.18666158616542816,0.8111003637313843,0.9621273279190063,0.9333077669143677
8,17.29761576652527,1.0627535581588745,0.00049554504,0.09674504399299622,0.1883404701948166,0.8308196663856506,0.9674503207206726,0.9417023062705994
9,17.19470477104187,0.944905161857605,0.00049505004,0.09721550345420837,0.1898096203804016,0.8463854789733887,0.9721550345420837,0.9490482807159424
10,17.23711061477661,0.8547656536102295,0.00049455505,0.09758314490318298,0.19091996550559998,0.8584966659545898,0.9758313894271851,0.9545998573303223
11,17.259432315826416,0.7704585194587708,0.00049406005,0.09790708869695663,0.19202890992164612,0.8709841966629028,0.9790709018707275,0.9601446390151978
12,17.287344217300415,0.6995700597763062,0.00049356505,0.09820885211229324,0.19295240938663483,0.8813210725784302,0.9820886254310608,0.9647619724273682
13,17.253471612930298,0.6348005533218384,0.00049307005,0.09846223145723343,0.19385166466236115,0.8912681341171265,0.9846224188804626,0.9692582488059998
14,17.285617113113403,0.5720464587211609,0.00049257505,0.09866723418235779,0.19467972218990326,0.9013025164604187,0.9866723418235779,0.9733983874320984
15,17.348281383514404,0.51960688829422,0.00049208006,0.09887827187776566,0.19525767862796783,0.9097978472709656,0.9887827038764954,0.9762884378433228
