Model,F1@1,F1@5,F1@10,Precision@1,Precision@5,Precision@10,Recall@1,Recall@5,Recall@10
ATT2ITM,0.7231091856956482,0.3097541133562724,0.17505905844948508,0.7231091856956482,0.18585246801376343,0.0962824821472168,0.7231091856956482,0.9292623400688171,0.962824821472168
BOW2ITM,0.698636531829834,0.3031115250455008,0.17251644597565832,0.698636531829834,0.18186691403388977,0.09488404542207718,0.698636531829834,0.9093345999717712,0.9488404393196106
GridSearch_BPR,0.17914700842186282,0.18396959681551953,0.1516872831088455,0.2101127434233003,0.120567133583878,0.08833276392211098,0.16696886134023137,0.4576896952836482,0.6593406489118823
GridSearch_EASEᴿ,0.18542761427541016,0.19367114398717045,0.15642645851106343,0.217458148274684,0.12681926887598707,0.0911342671677553,0.17273415003172438,0.4826754600029282,0.6787080194792867
MostPop,0.17914700842186282,0.18396959681551953,0.1516872831088455,0.2101127434233003,0.120567133583878,0.08833276392211098,0.16696886134023137,0.4576896952836482,0.6593406489118823
USEM2ITM,0.7297517657279968,0.30536455661058415,0.17300378192554822,0.7297517657279968,0.18321873247623444,0.09515208005905151,0.7297517657279968,0.9160937070846558,0.9515208005905151
