epoch,e_time,loss,lr,p10,p5,r1,r10,r5
0,107.28629636764526,7.1002516746521,9.9901e-06,0.00995597057044506,0.014453521929681301,0.03274181857705116,0.09956231713294983,0.07228375226259232
1,105.78872466087341,6.557064056396484,9.9802e-06,0.017563309520483017,0.02673925645649433,0.06831623613834381,0.17564262449741364,0.13370023667812347
2,105.80923318862915,6.055270671844482,9.9703e-06,0.023802999407052994,0.036612384021282196,0.0933922678232193,0.2380257397890091,0.18307414650917053
3,105.76318740844727,5.71809720993042,9.9604e-06,0.02832682617008686,0.043905481696128845,0.11196839809417725,0.2832503914833069,0.21951961517333984
4,105.75469136238098,5.465482234954834,9.9505005e-06,0.031921111047267914,0.049939654767513275,0.12929652631282806,0.3192165791988373,0.249696746468544
5,105.73470902442932,5.276221752166748,9.940601e-06,0.03484109789133072,0.054839879274368286,0.14311890304088593,0.34843379259109497,0.2742033004760742
6,105.72429752349854,5.130147933959961,9.930701e-06,0.03711215779185295,0.058937691152095795,0.15540246665477753,0.3711201548576355,0.29467904567718506
7,105.72401022911072,5.013448238372803,9.920801e-06,0.03904583305120468,0.06223554164171219,0.16586989164352417,0.3904690742492676,0.3111657500267029
8,105.73827004432678,4.919334411621094,9.910901e-06,0.04057722166180611,0.06502334773540497,0.17432594299316406,0.4057481288909912,0.32511600852012634
9,105.6594078540802,4.841160774230957,9.901001e-06,0.04183642566204071,0.06738156825304031,0.18276450037956238,0.4183723032474518,0.33691221475601196
10,105.65074753761292,4.772095203399658,9.891101e-06,0.04304566606879234,0.0694953128695488,0.18977060914039612,0.4304620027542114,0.34748464822769165
11,105.69902491569519,4.7148590087890625,9.881202e-06,0.04407469555735588,0.07149700820446014,0.19648724794387817,0.4407598078250885,0.35750511288642883
12,105.79897928237915,4.664655685424805,9.871302e-06,0.044936150312423706,0.0730578675866127,0.20177818834781647,0.44934239983558655,0.36529070138931274
13,105.58628606796265,4.61925745010376,9.861402e-06,0.04573057219386101,0.0746246799826622,0.20700718462467194,0.457290917634964,0.37312477827072144
14,105.62911868095398,4.58061408996582,9.851502e-06,0.046418581157922745,0.07587098330259323,0.2115468829870224,0.4641893208026886,0.37939581274986267
15,105.66549372673035,4.544947147369385,9.841602e-06,0.0469517856836319,0.07701920717954636,0.21584288775920868,0.4695192873477936,0.3850906193256378
16,105.56131100654602,4.50995397567749,9.831702e-06,0.04764016345143318,0.07828929275274277,0.21991541981697083,0.47636517882347107,0.3914545476436615
17,105.64084887504578,4.481176376342773,9.821802e-06,0.048095013946294785,0.07914876937866211,0.224037766456604,0.4809829592704773,0.3957357406616211
18,105.6288731098175,4.454974174499512,9.811903e-06,0.048556871712207794,0.08015359193086624,0.22666707634925842,0.48555630445480347,0.4007856845855713
19,105.60157608985901,4.426519870758057,9.802003e-06,0.04907505214214325,0.08107031136751175,0.23017551004886627,0.4907287657260895,0.40536579489707947
20,105.59024119377136,4.4040021896362305,9.792103e-06,0.04939338192343712,0.08176515996456146,0.2330552339553833,0.4939464032649994,0.4088270962238312
21,105.66826152801514,4.383359909057617,9.782203e-06,0.04974479600787163,0.08256606012582779,0.23554721474647522,0.497435986995697,0.4128350019454956
22,105.66829466819763,4.362660884857178,9.772303e-06,0.050121549516916275,0.08321702480316162,0.23817922174930573,0.5012365579605103,0.41607823967933655
23,105.55336475372314,4.346916675567627,9.762403e-06,0.050468627363443375,0.08384519815444946,0.23975573480129242,0.5046857595443726,0.4191935360431671
24,105.71541023254395,4.326274394989014,9.7525035e-06,0.0507277250289917,0.08441274613142014,0.2424173504114151,0.507286787033081,0.4220786392688751
25,105.54683661460876,4.3105597496032715,9.742604e-06,0.05104437470436096,0.08497205376625061,0.2450951188802719,0.5104344487190247,0.4248493015766144
26,105.61688423156738,4.294491767883301,9.732704e-06,0.05131158232688904,0.08552071452140808,0.24740266799926758,0.5131041407585144,0.4276038408279419
27,105.65431070327759,4.282064437866211,9.722804e-06,0.05146200954914093,0.08591926842927933,0.24929958581924438,0.5146160125732422,0.42960846424102783
28,105.6530020236969,4.265644550323486,9.712904e-06,0.05178222432732582,0.0865754708647728,0.25128403306007385,0.5178148150444031,0.4328826367855072
29,105.60418486595154,4.255023956298828,9.703004e-06,0.051972661167383194,0.08688347786664963,0.2522183656692505,0.5197399854660034,0.43443894386291504
30,105.61606216430664,4.241196155548096,9.693104e-06,0.052183691412210464,0.08725292980670929,0.25414085388183594,0.5218186974525452,0.43628472089767456
31,105.60348558425903,4.230750560760498,9.683205e-06,0.052348408848047256,0.08778685331344604,0.25559350848197937,0.5234894156455994,0.4389086365699768
32,105.57705521583557,4.218437671661377,9.673305e-06,0.05257076770067215,0.08809597790241241,0.25731003284454346,0.5257121324539185,0.4404824674129486
33,105.67002987861633,4.207486629486084,9.663405e-06,0.05275214836001396,0.08857966214418411,0.25803837180137634,0.5275094509124756,0.44289636611938477
34,105.57375311851501,4.198638916015625,9.653505e-06,0.05288267508149147,0.0887862965464592,0.25939813256263733,0.5288248062133789,0.4439343512058258
35,105.6262366771698,4.186549186706543,9.643605e-06,0.053143393248319626,0.08927855640649796,0.26069730520248413,0.5314311981201172,0.446392685174942
36,105.56469631195068,4.1769490242004395,9.633705e-06,0.05327969044446945,0.0896686390042305,0.26247575879096985,0.5327869057655334,0.44833940267562866
37,105.60498356819153,4.168596267700195,9.623805e-06,0.05337725207209587,0.0898398607969284,0.2639593780040741,0.5337885618209839,0.44920778274536133
38,105.57913875579834,4.160058975219727,9.613906e-06,0.05356491729617119,0.09007790684700012,0.2647375166416168,0.5356423854827881,0.4503844380378723
39,105.5980544090271,4.149123668670654,9.604006e-06,0.05372101068496704,0.09052752703428268,0.26609861850738525,0.5372135043144226,0.4526260197162628
40,105.68523621559143,4.1431756019592285,9.594106e-06,0.0538174994289875,0.09068429470062256,0.26718372106552124,0.5381626486778259,0.4534270465373993
41,105.62802052497864,4.134703636169434,9.584206e-06,0.05398549139499664,0.0909724310040474,0.2682527005672455,0.5398751497268677,0.45486220717430115
42,105.55045628547668,4.123235702514648,9.574306e-06,0.054115500301122665,0.09135261178016663,0.2701738476753235,0.5411635637283325,0.4567631781101227
43,105.64218950271606,4.117497444152832,9.564406e-06,0.05425393581390381,0.09157872945070267,0.2702963650226593,0.5425542593002319,0.45786309242248535
44,105.61127400398254,4.1092352867126465,9.5545065e-06,0.05438094586133957,0.09180837124586105,0.2710825800895691,0.5438251495361328,0.45902761816978455
45,105.66367697715759,4.103782653808594,9.544607e-06,0.054452084004879,0.09201665967702866,0.27217307686805725,0.5445144772529602,0.46007370948791504
46,105.51279497146606,4.097168445587158,9.534707e-06,0.05458924546837807,0.09221716225147247,0.2729041278362274,0.545879602432251,0.46110227704048157
47,105.59870266914368,4.088268280029297,9.524807e-06,0.05467091500759125,0.09241397678852081,0.2744739055633545,0.5467075705528259,0.4620635211467743
48,105.5748393535614,4.084135055541992,9.514907e-06,0.05477489158511162,0.09258561581373215,0.27474045753479004,0.5477617383003235,0.4629237949848175
49,105.59203338623047,4.074169635772705,9.505007e-06,0.05486960709095001,0.09287144243717194,0.2763654291629791,0.5487000942230225,0.4643575847148895
50,105.62819862365723,4.065971374511719,9.495107e-06,0.055066317319869995,0.09325893968343735,0.2770049273967743,0.5506643056869507,0.46627336740493774
51,105.55346179008484,4.061882972717285,9.485208e-06,0.055108893662691116,0.09337610751390457,0.2777803838253021,0.5510641932487488,0.46688324213027954
52,105.53791809082031,4.056368350982666,9.475308e-06,0.05521396920084953,0.09365189075469971,0.2781452536582947,0.5521600842475891,0.4682537615299225
53,105.6173484325409,4.0488386154174805,9.465408e-06,0.055368270725011826,0.09380720555782318,0.27928149700164795,0.5536786913871765,0.46906691789627075
54,105.60279154777527,4.046047210693359,9.455508e-06,0.05533503368496895,0.09385234117507935,0.2791522741317749,0.5533353686332703,0.46925675868988037
55,105.53169274330139,4.040125370025635,9.445608e-06,0.05545946583151817,0.09411552548408508,0.28044605255126953,0.554590106010437,0.47056668996810913
56,105.58092427253723,4.032488822937012,9.435708e-06,0.055622540414333344,0.09434302151203156,0.28118380904197693,0.5562258362770081,0.4716854691505432
57,105.56278705596924,4.029195785522461,9.4258085e-06,0.05561700835824013,0.09440268576145172,0.28175196051597595,0.5561733245849609,0.4719964563846588
58,105.57218527793884,4.0239787101745605,9.415909e-06,0.05574117228388786,0.09464862942695618,0.2825247347354889,0.5574119687080383,0.47325390577316284
59,105.54428958892822,4.01804780960083,9.406009e-06,0.0558374747633934,0.09489826112985611,0.2831992208957672,0.558373212814331,0.4744938313961029
60,105.57050013542175,4.013232707977295,9.396109e-06,0.055858176201581955,0.09497188776731491,0.2834819555282593,0.5585818886756897,0.47487080097198486
61,105.6063666343689,4.007430553436279,9.386209e-06,0.05603603646159172,0.09521923214197159,0.28399890661239624,0.5603724122047424,0.47607436776161194
