epoch,MAE,NDCG@10,RC@10,RC@5,e_time,loss,lr,val_MAE,val_NDCG@10,val_RC@10,val_RC@5,val_e_time,val_loss,val_lr
0,0.5259922742843628,0.04753408581018448,0.09800387918949127,0.05411699414253235,22.316447019577026,6.674963474273682,4.99505e-05,NA,NA,NA,NA,NA,NA,NA
1,0.5286105871200562,0.05730170011520386,0.11544219404459,0.06603825837373734,19.14977765083313,6.116482734680176,4.9901002e-05,NA,NA,NA,NA,NA,NA,NA
2,0.5277841091156006,0.06171608343720436,0.12572775781154633,0.07163847982883453,19.32451295852661,5.791375637054443,4.9851504e-05,NA,NA,NA,NA,NA,NA,NA
3,0.5242940783500671,0.06940396875143051,0.13601331412792206,0.08075963705778122,19.162578344345093,5.616631507873535,4.9802005e-05,NA,NA,NA,NA,NA,NA,NA
4,0.521353006362915,0.07440540194511414,0.14211255311965942,0.08635985851287842,19.194275617599487,5.533658504486084,4.9752507e-05,NA,NA,NA,NA,NA,NA,NA
5,0.518656849861145,0.08095119148492813,0.15090101957321167,0.09489880502223969,19.1859712600708,5.4596686363220215,4.970301e-05,NA,NA,NA,NA,NA,NA,NA
6,0.5165765285491943,0.08573690056800842,0.15478236973285675,0.1002495139837265,19.1974675655365,5.382460117340088,4.965351e-05,NA,NA,NA,NA,NA,NA,NA
7,0.5153704881668091,0.08849679678678513,0.15938453376293182,0.10460216552019119,19.202157735824585,5.340760231018066,4.9604012e-05,NA,NA,NA,NA,NA,NA,NA
8,0.5140968561172485,0.09615124762058258,0.170113667845726,0.11375103890895844,19.232605934143066,5.293424129486084,4.9554514e-05,NA,NA,NA,NA,NA,NA,NA
9,0.5151048898696899,0.0998658612370491,0.1752425879240036,0.1162184625864029,19.227807760238647,5.249545574188232,4.9505015e-05,NA,NA,NA,NA,NA,NA,NA
10,0.514671802520752,0.10828029364347458,0.18699750304222107,0.12761297821998596,19.19864249229431,5.197510719299316,4.9455517e-05,NA,NA,NA,NA,NA,NA,NA
11,0.51300048828125,0.11698949337005615,0.19739395380020142,0.13734404742717743,19.1892147064209,5.136186122894287,4.940602e-05,NA,NA,NA,NA,NA,NA,NA
12,0.5131860971450806,0.12535212934017181,0.20731909573078156,0.1483227014541626,19.19789409637451,5.091363906860352,4.935652e-05,NA,NA,NA,NA,NA,NA,NA
