timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-05-21T16:14:50,train,a1fe69fc-be2d-4fb8-aaa3-ea338b2fae17,781.3124721050262,0.0127999674105134,1.6382648258548265e-05,52.5,188.86176112558127,0.5700387954711914,0.0113941239635149,0.0472295883392064,0.0002478251245557,0.0588715374272771,Spain,ESP,principality of asturias,,,Linux-6.2.0-39-generic-x86_64-with-glibc2.35,3.9.18,2.4.2,24,AMD Ryzen 9 5900X 12-Core Processor,2,2 x NVIDIA GeForce RTX 3090,-5.8144,43.3562,62.709999084472656,process,N,1.0
2024-05-21T16:15:00,test,1e2bc631-5a9c-4b4f-8574-d3a2ec26bc71,5.632605791091919,5.862766324282838e-05,1.0408621767131162e-05,52.5,119.22883999105576,0.667595386505127,8.21341186761856e-05,0.00018647403807392493,1.0410197031848155e-06,0.00026964917645329534,Spain,ESP,principality of asturias,,,Linux-6.2.0-39-generic-x86_64-with-glibc2.35,3.9.18,2.4.2,24,AMD Ryzen 9 5900X 12-Core Processor,2,2 x NVIDIA GeForce RTX 3090,-5.8144,43.3562,62.709999084472656,process,N,1.0
