Model,F1@1,F1@5,F1@10,Precision@1,Precision@5,Precision@10,Recall@1,Recall@5,Recall@10
ATT2ITM,0.7644466757774353,0.3146359324455261,0.17747377758183755,0.7644466757774353,0.18878155946731567,0.09761057794094086,0.7644466757774353,0.9439077973365784,0.9761057496070862
BOW2ITM,0.7186917662620544,0.30949555585781724,0.17531697070303043,0.7186917662620544,0.18569733202457428,0.09642433375120163,0.7186917662620544,0.928486704826355,0.9642433524131775
GridSearch_BPR,0.13374193758021818,0.16465827515785506,0.14796491285254662,0.16274309109518936,0.10992835209825645,0.08694984646878429,0.12247099965881948,0.3932156869912755,0.6168494419262075
GridSearch_EASEᴿ,0.14967141070007,0.1756430682562625,0.1541800125019273,0.18219037871033777,0.11709314227225809,0.09060900716479288,0.13694984646878194,0.42093050884632277,0.6416727591753182
MostPop,0.13374193758021818,0.16465827515785506,0.14796491285254662,0.16274309109518936,0.10992835209825645,0.08694984646878429,0.12247099965881948,0.3932156869912755,0.6168494419262075
USEM2ITM,0.7732587456703186,0.31373212734858197,0.1765186136419123,0.7732587456703186,0.18823927640914917,0.09708523750305176,0.7732587456703186,0.9411963820457458,0.9708523750305176
