userId,cold,MostPop,MF,online_ibpr,BiVAECF,GridSearch_BPR,GridSearch_EASEᴿ
B595F686EFE456B4748DD93A43867D58,18,0.43067655807339306,0.27023815442731974,0.23540891336663824,0.2890648263178879,0.43067655807339306,1.0
81C9790594EA287E9D5DF844B8753CE6,5,0.34872271197120736,0.29978717311546477,0.2599444418238036,0.3580028106829147,0.3462512994544803,0.3267385908544377
E435913E4E57048957FEEC4C55B696AF,11,0.7977228895450266,0.4082307968370143,0.2530740840612662,0.7977228895450266,0.7977228895450266,0.8315546295836225
64817209D22B2FDD54104DCC7DF8C889,4,0.27023815442731974,0.27894294565112987,0.2,0.26264953503719357,0.27023815442731974,0.2890648263178879
001847D7EFE3F42EA7A26A1405A8AE88,1,1.0,0.38685280723454163,0.2037950470905062,0.6309297535714575,1.0,0.27023815442731974
8A01E1B468FA1EC2DC56DCD1B182B6DC,15,0.5706417189553201,0.3030671453540136,0.2566500263813675,0.5578858913022597,0.5706417189553201,0.6240505200038379
C5C74995F2C331FC429819D029D25C0A,13,0.5726073975563163,0.33822585085126383,0.3330915423787791,0.6008795426959415,0.5726073975563163,0.9010126104210695
BA50B5815D8BBEDE5218C071B72F1C92,2,0.1810425967800402,0.19195872000656014,0.3562071871080222,0.18208790046993825,0.18316925091363362,0.16999161628691403
44C2A3CF014365EBCC7CFE33E6DEFF48,9,0.9197207891481876,0.3609609135693827,0.23453501390584217,0.6934264036172708,0.9197207891481876,0.9197207891481876
48BD96C8609D1B06F8C6521F1224A9DB,45,0.6389221580660428,0.5975389557551632,0.5345802588218744,0.6537709953852529,0.637397390772444,0.7766477755086834
075D29B6A61D2A57822032E18166AAB0,5,0.38685280723454163,0.3333333333333333,0.20801459767650948,0.5,0.38685280723454163,0.5
246C13A22A42182C461ECBF8A69AF248,6,0.43067655807339306,0.19823986317056053,0.21533827903669653,0.43067655807339306,0.43067655807339306,0.5
7400B114C58B0C6F99C23EBA8A5035A2,9,1.0,0.22424382421757544,0.227670248696953,0.5,1.0,1.0
EEC8C0B70B88387184D04DCFE9B635C4,4,0.7328286204777911,0.34110119664085164,0.2497321487754129,0.8385465274895063,0.7328286204777911,0.9060254355346823
CEB33C783526066BDF884ADCD8727389,11,0.7776375353925027,0.42847446516779747,0.29728128688220506,0.511558309303655,0.7776375353925027,0.812653045383133
B5B01078163E2C1338724EC146BD0240,3,0.6309297535714575,0.21810429198553155,0.17542506358195453,0.5,0.6309297535714575,0.5
9AC97489E16EA015D7C27DB29BBE7968,4,0.43067655807339306,0.19823986317056053,0.6309297535714575,0.6309297535714575,0.43067655807339306,0.43067655807339306
BD086A85EA5C9418D2C79D1933AAED17,1,0.29213708205554567,0.37800210039683896,0.2630480099743945,0.31808994569671534,0.2916210368168917,0.3382821118732559
3EBD7E08A0E24F68A6C240D8D6E6A040,6,0.43067655807339306,0.2890648263178879,0.20184908658209985,0.5,0.43067655807339306,0.38685280723454163
9A3D41988F66CA7F0BC52119C7C5A184,2,0.27023815442731974,0.23981246656813146,0.19342640361727081,0.27894294565112987,0.27023815442731974,0.6309297535714575
0EE6060B5AFA030E9200D9FC9647F421,2,0.6309297535714575,0.17376534287144002,0.17070727966372012,1.0,0.6309297535714575,0.5
7F08153E42056188BCA7815099D2A964,2,1.0,0.43067655807339306,0.22106472945750374,0.6309297535714575,1.0,0.6309297535714575
B1AF2FA83FBFB51CA381C3B8562B4869,8,0.6309297535714575,0.3562071871080222,0.17376534287144002,0.43067655807339306,0.6309297535714575,1.0
D0BDD11D32102EE15D81472506A87BDF,4,0.3562071871080222,0.31546487678572877,0.2037950470905062,0.38685280723454163,0.3562071871080222,0.43067655807339306
1ADA403E647AA94F504BA6278046C9BC,7,1.0,0.38685280723454163,0.21533827903669653,0.5,1.0,1.0
3AA7E4F21A333B3C9F5E93907383995B,6,0.38685280723454163,0.20184908658209985,0.6309297535714575,1.0,0.38685280723454163,0.43067655807339306
9F53C9B69B18059CB9977E75922ED5BE,8,0.5,0.25,0.23540891336663824,0.3333333333333333,0.5,0.5
078729F20CDBE84DC00A487BBA91A384,25,0.5642385222468492,0.6086616524255103,0.5246007265258311,0.6045093387918965,0.5642385222468492,0.7982030893556975
042E3E7B0290A7907A0B7B4A71E97591,6,0.7566069581985391,0.4114003628385094,0.2683990839847512,0.43926079953794345,0.7566069581985391,0.40853484009349694
EC5F65221FA20084AA1B004638094F8F,1,1.0,0.38685280723454163,0.17458343004804494,0.6309297535714575,1.0,1.0
A895CDA69719ABE9F7A86308079D6C21,5,1.0,0.3333333333333333,0.1810425967800402,1.0,1.0,1.0
0EFAFDFDB9A796C04E35CBA09B71263B,1,0.3559019081321615,0.2872459813624673,0.21668487045412593,0.3399276158748101,0.3580028106829147,0.3086122799084704
D337AB6C08A72766B877E47935E3A95F,7,0.7406907593850465,0.41443699955334395,0.28587904870362496,0.7506416640794557,0.7406907593850465,0.7283586691013549
BCD9915E96C9CDE171A57CE6863F5050,1,0.5,0.21533827903669653,0.22424382421757544,0.5,0.5,0.5
98CFA064363535A4C4D8499A35D7DC49,1,0.38685280723454163,0.23540891336663824,0.22106472945750374,0.3562071871080222,0.38685280723454163,0.38685280723454163
697A8194F60D8CDDAB419F5979E5202A,5,0.6309297535714575,0.17718382013555792,0.16999161628691403,1.0,0.6309297535714575,0.6309297535714575
14BA2EBDE86A168EC8567D5936E211AD,4,0.5,0.3333333333333333,0.17144160057391347,0.5,0.5,1.0
68AD96D0E7C464FFABD96DB193246FAD,4,0.43067655807339306,0.19342640361727081,0.227670248696953,0.5,0.43067655807339306,0.43067655807339306
F45B1CB1A73523BA40C1C1FDD67BE960,19,1.0,0.19195872000656014,0.18208790046993825,0.6309297535714575,1.0,0.6309297535714575
29E7E2578B159B044631C387D0490BE3,9,0.31546487678572877,0.27894294565112987,0.24465054211822604,0.27894294565112987,0.31546487678572877,0.43067655807339306
3095B544F538F89EA761DBD9F5EE5C3A,5,0.3010299956639812,0.1810425967800402,0.18665241123894338,0.3010299956639812,0.3010299956639812,0.3010299956639812
1E787C194F3BAF760FFFB64F0D7E0CDF,1,0.3333333333333333,0.2559580248098155,0.18208790046993825,0.6309297535714575,0.3333333333333333,1.0
F2A08B7E207AA1EE47DB0F8B60844CF9,6,0.2890648263178879,0.26264953503719357,0.43067655807339306,0.27894294565112987,0.27894294565112987,0.2890648263178879
5D1785E682C8D23A9718653615B3DA9D,7,1.0,0.17905223175104137,0.2103099178571525,1.0,1.0,1.0
BC9645820DAC7ABE36C9106C187A7018,4,1.0,0.38685280723454163,0.17718382013555792,0.6309297535714575,1.0,1.0
D259CB04D52A3A0A6E3D968EA1450AD8,6,1.0,0.43067655807339306,0.18665241123894338,0.6309297535714575,1.0,1.0
7DA98D0C66BB2577FE4F410AD13B594B,1,0.43067655807339306,0.1905514124267734,0.20584683246043448,0.43067655807339306,0.43067655807339306,0.38685280723454163
D5A55622CE0D9DC36BC44285179EB7BC,3,0.43067655807339306,0.1965616322328226,0.21274605355336318,0.43067655807339306,0.43067655807339306,0.3562071871080222
FACEC39D550B3E0E4EE179B9BD2B56B0,5,0.27023815442731974,0.3010299956639812,0.18790182470910757,0.26264953503719357,0.27023815442731974,0.27023815442731974
4CB5C9C95C0C42D625115B8B49DBAEC7,3,0.3333333333333333,0.31546487678572877,0.21274605355336318,0.43067655807339306,0.3333333333333333,0.38685280723454163
A8B94AD199328B2A9566690F64755F73,3,0.7451812540517537,0.35164311474335824,0.3763778345712372,0.36923177405559165,0.7451812540517537,0.34885208232633863
A6465316F3F26D13FF6B04E4B5E2552B,8,0.43067655807339306,0.27894294565112987,0.18316925091363362,0.5,0.43067655807339306,1.0
8E61CE98D9892625F50A91600358CF48,6,0.37800210039683896,0.29515570005735875,0.3330217774820213,0.3415156411574981,0.3889580943680543,0.4415801103577823
7946E4DB284123BB71B3FB0542CC0E16,4,0.2559580248098155,0.26264953503719357,0.3333333333333333,0.23540891336663824,0.2559580248098155,0.23540891336663824
9A23E89CB3871EBB0D64905FA66DE4EB,2,0.31546487678572877,0.25,0.17629143438888212,0.3010299956639812,0.31546487678572877,0.22106472945750374
2E0BA3FD08FBDDFE42F1F327B9A42AB8,1,0.38685280723454163,0.23540891336663824,0.25,0.3562071871080222,0.38685280723454163,0.38685280723454163
F85FE623B7F45738A1CD61D6B6F739D0,6,0.25,0.18665241123894338,0.18665241123894338,0.24465054211822604,0.24465054211822604,0.27894294565112987
82A0B2AAC5421EC056D40CBBECC2BE59,5,0.23137821315975915,0.31546487678572877,0.26264953503719357,0.24465054211822604,0.227670248696953,0.2890648263178879
1360BF1E22E9D272A11470F705C7C535,3,0.3562071871080222,0.3333333333333333,0.2103099178571525,0.38685280723454163,0.3562071871080222,0.43067655807339306
0FB867F8571C50134B7931957837AF44,3,0.23981246656813146,0.43067655807339306,0.17144160057391347,0.23981246656813146,0.23981246656813146,0.27023815442731974
93121353B24E87BB09EF24142A7BDB43,3,0.8212377705398237,0.43558485993670676,0.35517009941088507,0.7681402000657982,0.8212377705398237,0.8307351058665282
E6F8E7A1389F2C0387ED91B2CE7BA69C,11,0.30852755538171545,0.24524251691846102,0.2805814020676828,0.31473375809804505,0.30852755538171545,0.3150203422877427
AB44E301CF8AB7A709AF12284CEFAF13,6,0.25,0.3562071871080222,0.18665241123894338,0.26264953503719357,0.25,0.25
D424A06EB060EFF1D6DCD452B58CFCB2,4,0.28393568824747173,0.22675511397270837,0.21811511681826318,0.2755989362270207,0.2814642757307446,0.3127361064316397
8CFFB2B4A8B5897CBCFFE71F8D2A27FE,7,0.6309297535714575,0.3333333333333333,0.17376534287144002,1.0,0.6309297535714575,0.6309297535714575
8AA45BC4EF20BAE9AB96763943189F9B,4,0.6309297535714575,0.19342640361727081,0.18920035951687003,0.6309297535714575,0.6309297535714575,1.0
F46F62671D709874C7072C4E303C25B0,2,0.5706417189553201,0.3548966630681692,0.24198896859365007,0.41183384043543503,0.5706417189553201,0.7903864795495061
1666072B020C77A60BF5274EFC51B165,2,0.3562071871080222,0.23137821315975915,0.227670248696953,0.31546487678572877,0.3562071871080222,1.0
089E2269B0F5AF381D508CAE122CA095,1,0.3562071871080222,0.23137821315975915,0.20184908658209985,0.3333333333333333,0.3562071871080222,0.17542506358195453
02B487202B7349B583D235D7DC3352C8,3,0.5,0.19195872000656014,0.20801459767650948,0.5,0.5,1.0
91CCABE3F4DA2EA90CEA209F73BE9F64,3,1.0,0.38685280723454163,0.18428883314870617,1.0,1.0,1.0
CD8A571A414EFEF651136E276EB2C63D,4,0.22106472945750374,0.5,0.24465054211822604,0.22424382421757544,0.22106472945750374,0.26264953503719357
8DA813FF732F32F601128BF5DD40B741,2,0.6309297535714575,0.17458343004804494,0.16794877895704194,1.0,0.6309297535714575,1.0
