epoch,accuracy,loss,lr,top_10,top_5
0,0.06898939609527588,7.283008098602295,0.000499505,0.19266928732395172,0.14505086839199066
1,0.20565660297870636,5.750899314880371,0.00049901,0.4095005989074707,0.3453483283519745
2,0.3203888535499573,4.506148815155029,0.00049851503,0.6206527352333069,0.5339543223381042
3,0.38497394323349,3.9733781814575195,0.00049802003,0.6855867505073547,0.6043182611465454
4,0.42997705936431885,3.647998094558716,0.00049752503,0.7178438305854797,0.6445550918579102
5,0.46755924820899963,3.4013264179229736,0.00049703004,0.7399388551712036,0.67327880859375
6,0.49625149369239807,3.203754186630249,0.00049653504,0.756294310092926,0.6951403021812439
7,0.5200751423835754,3.0481300354003906,0.00049604004,0.7676106691360474,0.710373044013977
8,0.5415142774581909,2.9086825847625732,0.00049554504,0.778090238571167,0.7245277166366577
9,0.5586724877357483,2.791687488555908,0.00049505004,0.7864948511123657,0.7353010773658752
10,0.5730946660041809,2.6954565048217773,0.00049455505,0.7928114533424377,0.7437345385551453
