Model,F1@1,F1@5,F1@10,Precision@1,Precision@5,Precision@10,Recall@1,Recall@5,Recall@10
ATT2ITM,0.41101694107055664,0.22288136101431316,0.13828967179148646,0.41101694107055664,0.13372881710529327,0.07605931907892227,0.41101694107055664,0.6686440706253052,0.7605932354927063
BOW2ITM,0.37711864709854126,0.20550847053527832,0.13089368313797248,0.37711864709854126,0.12330508232116699,0.07199152559041977,0.37711864709854126,0.616525411605835,0.7199152708053589
GridSearch_BPR,0.06391610421656144,0.0708349147767826,0.06012670979512131,0.0705421293272371,0.045721750489876194,0.0349444807315483,0.061479425212279545,0.18566039700918868,0.27148177680509494
GridSearch_EASEᴿ,0.06855359605196314,0.06981981839917811,0.05834972079504611,0.07576747224036577,0.04559111691704796,0.03396472893533666,0.06577944698454168,0.1772780760860448,0.26070109040389905
MostPop,0.06391610421656144,0.0708349147767826,0.060278600200200205,0.0705421293272371,0.045721750489876194,0.03500979751796241,0.061479425212279545,0.18566039700918868,0.2725073823049003
USEM2ITM,0.42881354689598083,0.20903954903284708,0.12881356182177203,0.42881354689598083,0.12542372941970825,0.07084745913743973,0.42881354689598083,0.6271186470985413,0.7084745764732361
