epoch,loss,lr,output_rst_accuracy,output_rst_loss,output_rst_top_10,output_rst_top_5,valor_model_loss,valor_model_mean_absolute_error
0,5.559963226318359,0.00099901,0.11007771641016006,4.901547908782959,0.33366623520851135,0.24428077042102814,0.6584116816520691,0.6065471768379211
1,4.369907379150391,0.00099802,0.2187821865081787,3.962150812149048,0.5618114471435547,0.4450547695159912,0.4077517092227936,0.49958986043930054
2,3.8630480766296387,0.0009970301,0.25408071279525757,3.4948134422302246,0.6509160399436951,0.5206766128540039,0.3682335615158081,0.47473013401031494
3,3.6457600593566895,0.0009960401,0.27614617347717285,3.3197264671325684,0.6773821115493774,0.5464248657226562,0.32603350281715393,0.4488660991191864
4,3.5096192359924316,0.0009950501,0.2888798713684082,3.221651315689087,0.6906463503837585,0.564308226108551,0.2879677414894104,0.422067254781723
5,3.4022703170776367,0.0009940601,0.29805561900138855,3.141913652420044,0.6998533010482788,0.5792578458786011,0.2603568136692047,0.40268146991729736
6,3.3172271251678467,0.0009930701,0.3050154447555542,3.0930793285369873,0.7051590085029602,0.5857182741165161,0.224147766828537,0.3717695474624634
