epoch,e_time,loss,lr,p10,p5,r1,r10,r5
0,29.015713691711426,7.093709945678711,9.9901e-06,0.003481506835669279,0.0040368130430579185,0.005716270301491022,0.03483938053250313,0.020177114754915237
1,27.088104963302612,6.970481872558594,9.9802e-06,0.005917347967624664,0.007407539524137974,0.011321409605443478,0.05914568528532982,0.03704115375876427
2,27.107476472854614,6.86637544631958,9.9703e-06,0.008030562661588192,0.01074978243559599,0.018437229096889496,0.08029866218566895,0.05377669632434845
3,27.171090126037598,6.6819071769714355,9.9604e-06,0.010706726461648941,0.014611558988690376,0.026105226948857307,0.1070706695318222,0.07305087894201279
4,27.273523569107056,6.464092254638672,9.9505005e-06,0.013522487133741379,0.018681714311242104,0.034634485840797424,0.1352144479751587,0.09340163320302963
5,27.25325632095337,6.266373157501221,9.940601e-06,0.016078829765319824,0.022483067587018013,0.04209758713841438,0.16077791154384613,0.11238756775856018
6,27.146021604537964,6.100235462188721,9.930701e-06,0.01811911351978779,0.025366205722093582,0.04923076927661896,0.18112172186374664,0.1268102079629898
7,27.19419574737549,5.965508937835693,9.920801e-06,0.020079869776964188,0.028458401560783386,0.05631186068058014,0.2007744461297989,0.1422816514968872
8,27.21973943710327,5.853384971618652,9.910901e-06,0.02173328772187233,0.03092549741268158,0.06256641447544098,0.2173224538564682,0.15464837849140167
9,27.23835802078247,5.7449235916137695,9.901001e-06,0.023488100618124008,0.033912837505340576,0.07056433707475662,0.23490189015865326,0.16955721378326416
10,27.29567790031433,5.649625301361084,9.891101e-06,0.025119982659816742,0.03647509589791298,0.07607223838567734,0.251199871301651,0.18236152827739716
11,27.373533248901367,5.566413879394531,9.881202e-06,0.02660462073981762,0.03880603238940239,0.08234763145446777,0.26602882146835327,0.19404758512973785
12,27.45467472076416,5.49165153503418,9.871302e-06,0.027834348380565643,0.041016835719347,0.08840771019458771,0.27834346890449524,0.20508421957492828
13,27.48496961593628,5.422188758850098,9.861402e-06,0.02907867357134819,0.04321028292179108,0.09409967064857483,0.29078659415245056,0.2160409837961197
14,27.514818906784058,5.366184711456299,9.851502e-06,0.029942356050014496,0.04474874585866928,0.09934363514184952,0.2994512915611267,0.22379232943058014
15,27.602024793624878,5.312634468078613,9.841602e-06,0.031130054965615273,0.04644070565700531,0.10319499671459198,0.3113248944282532,0.2322000414133072
16,27.586644887924194,5.266100883483887,9.831702e-06,0.032007649540901184,0.04821256175637245,0.10801875591278076,0.3201180696487427,0.24106615781784058
17,27.652613639831543,5.2204813957214355,9.821802e-06,0.032762303948402405,0.04974614828824997,0.11196041107177734,0.3276263177394867,0.24875499308109283
18,27.639508724212646,5.179553508758545,9.811903e-06,0.033561382442712784,0.05094565823674202,0.11636047810316086,0.3356068730354309,0.2547386586666107
19,27.640008449554443,5.143276214599609,9.802003e-06,0.034277502447366714,0.052311137318611145,0.1201423853635788,0.3427921533584595,0.2615315020084381
20,27.62385058403015,5.106493949890137,9.792103e-06,0.034973446279764175,0.05348639935255051,0.12408751249313354,0.3497135043144226,0.2673832178115845
21,27.654853105545044,5.077341556549072,9.782203e-06,0.03546101972460747,0.05430247262120247,0.12656016647815704,0.35459280014038086,0.2715158760547638
22,27.657442331314087,5.046073913574219,9.772303e-06,0.03604657202959061,0.05535263940691948,0.12915436923503876,0.36044105887413025,0.2767910957336426
23,27.634570121765137,5.020509719848633,9.762403e-06,0.03657233715057373,0.056256283074617386,0.13226601481437683,0.36575794219970703,0.2813127338886261
24,27.644667148590088,4.989829063415527,9.7525035e-06,0.03711339086294174,0.05743011459708214,0.13583607971668243,0.3711547255516052,0.28715750575065613
25,27.654537200927734,4.968540191650391,9.742604e-06,0.037575628608465195,0.05808928236365318,0.13864213228225708,0.3757770359516144,0.2904531955718994
26,27.675296545028687,4.9427490234375,9.732704e-06,0.03804165497422218,0.05903937667608261,0.1414099633693695,0.38038548827171326,0.295197069644928
27,27.639029026031494,4.922855377197266,9.722804e-06,0.038455307483673096,0.05964089557528496,0.14337211847305298,0.38454246520996094,0.29821842908859253
28,27.617815017700195,4.90167236328125,9.712904e-06,0.038830023258924484,0.060387544333934784,0.146365687251091,0.3882722556591034,0.3019274175167084
29,27.608020305633545,4.877554893493652,9.703004e-06,0.03932485729455948,0.061308603733778,0.14794929325580597,0.3932279944419861,0.3065705895423889
30,27.63985538482666,4.860856533050537,9.693104e-06,0.0395096130669117,0.06178782135248184,0.15009203553199768,0.39510679244995117,0.30892515182495117
31,27.623438596725464,4.84005069732666,9.683205e-06,0.04009338468313217,0.06249066814780235,0.15246397256851196,0.4009515643119812,0.3124848008155823
32,27.646978616714478,4.824158668518066,9.673305e-06,0.040279570966959,0.06324435025453568,0.15410661697387695,0.40277132391929626,0.3161972463130951
33,27.621872186660767,4.8072357177734375,9.663405e-06,0.04065810889005661,0.0637006089091301,0.1563882678747177,0.4065532088279724,0.3184650242328644
34,27.6112277507782,4.7908501625061035,9.653505e-06,0.040860578417778015,0.06440631300210953,0.15865254402160645,0.4085848331451416,0.32202813029289246
35,27.663974285125732,4.774117946624756,9.643605e-06,0.04121481999754906,0.0649772435426712,0.16047924757003784,0.412154883146286,0.32487237453460693
36,27.625788927078247,4.76405668258667,9.633705e-06,0.04149952903389931,0.06530161947011948,0.16157318651676178,0.4149782955646515,0.32654279470443726
37,27.649416208267212,4.749362468719482,9.623805e-06,0.04171382635831833,0.06568986177444458,0.16342420876026154,0.4171349108219147,0.32848063111305237
38,27.61638903617859,4.732320785522461,9.613906e-06,0.04203576222062111,0.06652409583330154,0.16496266424655914,0.42035770416259766,0.33261677622795105
39,27.67034912109375,4.7186079025268555,9.604006e-06,0.042235780507326126,0.06679076701402664,0.1661885678768158,0.4223406910896301,0.3339642286300659
40,27.63512420654297,4.710572242736816,9.594106e-06,0.04237333685159683,0.06719566136598587,0.16762632131576538,0.42372286319732666,0.33600276708602905
41,27.62873148918152,4.694721698760986,9.584206e-06,0.04272651672363281,0.06776942312717438,0.17000173032283783,0.4272581934928894,0.33887481689453125
42,27.646420001983643,4.68320369720459,9.574306e-06,0.04288347065448761,0.06805213540792465,0.1715436726808548,0.4288279116153717,0.3402569890022278
43,27.66804599761963,4.671972274780273,9.564406e-06,0.043151549994945526,0.06873694807291031,0.17414481937885284,0.43151241540908813,0.3437124490737915
44,27.638787269592285,4.660770416259766,9.5545065e-06,0.04324014484882355,0.06880360841751099,0.1754922717809677,0.43241187930107117,0.3440076410770416
45,27.66000771522522,4.650558948516846,9.544607e-06,0.043562065809965134,0.06928978860378265,0.17602361738681793,0.4355964660644531,0.34648722410202026
46,27.667843341827393,4.635349750518799,9.534707e-06,0.04372982680797577,0.06973226368427277,0.1771765947341919,0.43729814887046814,0.34865427017211914
47,27.655891180038452,4.6283159255981445,9.524807e-06,0.043910395354032516,0.06995724141597748,0.17776350677013397,0.4391283094882965,0.3497759997844696
48,27.63396430015564,4.618912220001221,9.514907e-06,0.04416462779045105,0.07047814875841141,0.1784788966178894,0.44164612889289856,0.352404922246933
49,27.635098934173584,4.610004901885986,9.505007e-06,0.04420109838247299,0.0707741305232048,0.18051397800445557,0.44201424717903137,0.3538287878036499
50,27.657329320907593,4.600134372711182,9.495107e-06,0.04443102702498436,0.07112767547369003,0.18190310895442963,0.44430282711982727,0.35560688376426697
51,27.66620445251465,4.590610980987549,9.485208e-06,0.04450048506259918,0.07135261595249176,0.18324708938598633,0.44499391317367554,0.35674944519996643
52,27.664762496948242,4.582081317901611,9.475308e-06,0.04478972405195236,0.07174234837293625,0.18394513428211212,0.44785553216934204,0.3587046265602112
53,27.7035174369812,4.5747761726379395,9.465408e-06,0.044946011155843735,0.07205905765295029,0.18450772762298584,0.4494495689868927,0.3602812886238098
54,27.681204319000244,4.562061786651611,9.455508e-06,0.04506892338395119,0.072285495698452,0.18620246648788452,0.4506720006465912,0.36142733693122864
55,27.619218111038208,4.558099269866943,9.445608e-06,0.04525300860404968,0.0724785104393959,0.1874874085187912,0.45256468653678894,0.36237195134162903
56,27.62175416946411,4.549769878387451,9.435708e-06,0.04527519270777702,0.07288075983524323,0.1884632706642151,0.452766090631485,0.36437228322029114
57,27.63916277885437,4.540360450744629,9.4258085e-06,0.045486025512218475,0.07308276742696762,0.18895293772220612,0.45485326647758484,0.3653898239135742
58,27.650852918624878,4.534112930297852,9.415909e-06,0.04558014124631882,0.07350024580955505,0.19028997421264648,0.45580482482910156,0.36751171946525574
59,27.65378761291504,4.525815963745117,9.406009e-06,0.04581697657704353,0.07368432730436325,0.19115819036960602,0.4581316113471985,0.3684285581111908
60,27.666937828063965,4.513468265533447,9.396109e-06,0.046031270176172256,0.07405794411897659,0.19326967000961304,0.4603368639945984,0.3702934682369232
61,27.65272855758667,4.507045745849609,9.386209e-06,0.046139925718307495,0.07445666193962097,0.19436708092689514,0.46138912439346313,0.372286856174469
62,27.65072512626648,4.5027875900268555,9.376309e-06,0.04616774618625641,0.07456429302692413,0.19409272074699402,0.4616495966911316,0.3728425204753876
63,27.654502868652344,4.494739532470703,9.366409e-06,0.04631149023771286,0.0748526081442833,0.195283904671669,0.4630977511405945,0.37429067492485046
64,27.645697116851807,4.488019943237305,9.3565095e-06,0.04648969694972038,0.07505686581134796,0.19563119113445282,0.4648897349834442,0.37527695298194885
